sid,景点名称,攻略数量,评分,景区介绍,景点排名,经度,纬度,评论数量,旅游率,图片url,经纬度
38611630,宝山万达金街,0,0.0,,,121.4523113297,31.3301781028,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.45231133  31.3301781 ]
38611500,南翔污水厂公园,0,0.0,,,121.3408284162,31.3366050925,1,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.34082842  31.33660509]
38611490,世界港口小镇,0,80.0,,,121.4191073749,31.2392653641,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.41910737  31.23926536]
38608027,林峰国际象棋图书馆,0,0.0,,,121.5269562818,31.2405275315,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.52695628  31.24052753]
38607376,洛克公园梅州路店,0,0.0,,,121.4110146457,31.0974859663,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.41101465  31.09748597]
38606109,闵行市民文化广场,0,0.0,,,121.3808728904,31.110800976,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.38087289  31.11080098]
38605395,默空间,0,0.0,,,121.4417210354,31.2288028977,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.44172104  31.2288029 ]
38605386,号望江驿,0,0.0,,,121.510921,31.249425,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.510921  31.249425]
38602026,徐汇区爱国主义教育基地,0,0.0,,,121.4538607776,31.2165201702,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.45386078  31.21652017]
38600598,舢板船博物馆,0,0.0,,,121.3804890425,30.7366180126,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.38048904  30.73661801]
38599711,广富林水下博物馆,0,94.0,,,121.204593,31.068654,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.204593  31.068654]
38599699,浦东新区六一主题园,0,0.0,,,121.6429795865,31.1758351461,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.64297959  31.17583515]
38599695,丁家花园,0,0.0,,,121.7106628834,31.2010079462,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.71066288  31.20100795]
38599691,虹溪公园,0,0.0,,,121.3940688374,31.1811797963,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.39406884  31.1811798 ]
38599552,康桥生态园汤巷绿地,0,100.0,,,121.6061209565,31.14987576,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.60612096  31.14987576]
38597368,海派艺术馆,0,0.0,,,121.36478112,31.1664110411,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.36478112  31.16641104]
38596330,青浦区青少年活动中心公园路店,0,0.0,,,121.1319280051,31.1562902409,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.13192801  31.15629024]
38596065,创意园武威东路店,0,0.0,,,121.3861103866,31.2832169978,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.38611039  31.283217  ]
38596060,孙科故宅,0,100.0,,,121.4334946412,31.2161712578,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.43349464  31.21617126]
38596046,东方尚博时尚园区,0,0.0,,,121.5185221379,31.1945468607,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.51852214  31.19454686]
38591383,珀德画廊,0,100.0,,,121.4561295311,31.254251302,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.45612953  31.2542513 ]
38591368,星空梦幻展豫园店,0,0.0,,,121.4976949863,31.2341524216,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.49769499  31.23415242]
38591359,月浦镇图书馆,0,0.0,,,121.4333765029,31.4163867183,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.4333765   31.41638672]
38591355,我嘉书房双创街店,0,0.0,,,121.2478362898,31.3988410335,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.24783629  31.39884103]
38591353,张江科学城书房,0,0.0,,,121.6350026218,31.2258751822,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.63500262  31.22587518]
38591341,粲画廊,0,0.0,,,121.444724844,31.2114472036,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.44472484  31.2114472 ]
38591335,艺博画廊,0,100.0,,,121.5091408028,31.2397635473,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.5091408   31.23976355]
38591308,我嘉书房外冈邻里中心店,0,0.0,,,121.1839094667,31.3591387636,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.18390947  31.35913876]
38591292,航头镇文化中心图书馆,0,100.0,,,121.5939995875,31.0356758238,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.59399959  31.03567582]
38591284,上海原色艺术空间,0,0.0,,,121.4555471503,31.2542955346,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.45554715  31.25429553]
38591267,世博会展中心,0,0.0,,,121.4801985831,31.1883629607,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.48019858  31.18836296]
38591248,厘米空间,0,100.0,,,121.4554481318,31.2540474502,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.45544813  31.25404745]
38591242,光明田原生态农业园,0,0.0,,,121.4017756321,31.7549210986,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.40177563  31.7549211 ]
38591240,魔脱喜剧脱口秀上海广场店,0,0.0,,,121.4844052329,31.2312512432,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.48440523  31.23125124]
38591212,艺空间,0,0.0,,,121.448494609,31.1986646888,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.44849461  31.19866469]
38591139,三茶蝴蝶屋,0,0.0,,,121.6830909286,31.145293754,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.68309093  31.14529375]
38591131,,0,86.0,,,121.4574612807,31.2244633741,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.45746128  31.22446337]
38591129,一见图书馆碧云馆,0,0.0,,,121.5895587401,31.2457187396,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.58955874  31.24571874]
38591123,华泾镇图书馆,0,0.0,,,121.4604326537,31.1256603418,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.46043265  31.12566034]
38591116,九亭图书馆,0,0.0,,,121.3392569374,31.1233617527,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.33925694  31.12336175]
38591110,多伦文化艺术空间,0,0.0,,,121.4880838978,31.2701369019,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.4880839  31.2701369]
38591102,五峰书院大道潍坊店,0,0.0,,,121.5277151914,31.2295968467,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.52771519  31.22959685]
38591051,我嘉书房安亭新镇店,0,0.0,,,121.1779103773,31.2748408909,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.17791038  31.27484089]
38591042,静安文化馆尚空间艺术展厅,0,0.0,,,121.4501192544,31.2252156889,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.45011925  31.22521569]
38591041,赵巷镇图书馆,0,0.0,,,121.2032369379,31.1576325927,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.20323694  31.15763259]
38591026,四方俱乐部,0,80.0,,,121.4621620158,31.2283804829,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.46216202  31.22838048]
38591025,龙马跃影马兴文艺术作品巡回展,0,0.0,,,121.5184186138,31.2481520665,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.51841861  31.24815207]
38591018,上海档案馆新馆,0,0.0,,,121.5630474903,31.2060089497,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.56304749  31.20600895]
38591006,颛桥图书馆,0,0.0,,,121.4114207182,31.0757174834,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.41142072  31.07571748]
38590990,马陆镇图书馆,0,0.0,,,121.2890177269,31.3369559962,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.28901773  31.336956  ]
38590988,悠贝亲子图书馆,0,0.0,,,121.6616756262,31.2204627799,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.66167563  31.22046278]
38590984,五峰书院海科路店,0,0.0,,,121.6160364459,31.1883863033,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.61603645  31.1883863 ]
38590954,闵行区图书馆,0,88.0,,,121.3956917543,31.1110611271,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.39569175  31.11106113]
38590944,新虹图书馆,0,0.0,,,121.3164341682,31.2158466141,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.31643417  31.21584661]
38590414,北外滩街道图书馆,0,0.0,,,121.5092631102,31.262416877,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.50926311  31.26241688]
38590301,顾村镇图书馆,0,0.0,,,121.4313039445,31.3521514475,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.43130394  31.35215145]
38590224,静安图书馆闻喜分馆,0,0.0,,,121.4568085873,31.3146857986,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.45680859  31.3146858 ]
38590164,张堰镇图书馆,0,80.0,,,121.2933551455,30.8120536058,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.29335515  30.81205361]
38590161,大场体育中心图书馆,0,80.0,,,121.4184584502,31.303759218,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.41845845  31.30375922]
38590139,虹口区图书馆乍浦分馆,0,0.0,,,121.4936156501,31.254545128,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.49361565  31.25454513]
38590095,上海市崇明区图书馆,0,0.0,,,121.434848,31.625456,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.434848  31.625456]
38590070,陆家嘴社区图书馆,0,0.0,,,121.5273232421,31.2410262364,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.52732324  31.24102624]
38359323,曹炳麟旧居,0,90.0,,,121.4056125451,31.630106744,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.40561255  31.63010674]
38346858,叠翠公园,0,86.0,,,121.4157556719,31.1233068482,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.41575567  31.12330685]
38341117,,0,0.0,,,121.4707540227,31.2149828685,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.47075402  31.21498287]
38341081,惠董艺术馆,0,0.0,,,121.4635588316,31.2115410082,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.46355883  31.21154101]
38340883,上海科普公园,0,0.0,,,121.4421582494,31.3523911352,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.44215825  31.35239114]
38340782,金矿镇,0,80.0,,,121.22094049,31.1016122936,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.22094049  31.10161229]
38340773,江湾民间文化陈列馆,0,0.0,,,121.4890000093,31.3030050931,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.48900001  31.30300509]
38340659,大方禅院,0,0.0,,,121.0556624767,30.9136482139,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.05566248  30.91364821]
38340595,又新印刷所旧址,0,0.0,,,121.4845427905,31.2223787346,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.48454279  31.22237873]
38340551,白林寺,0,0.0,,,121.5513682815,31.2797308871,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.55136828  31.27973089]
38340450,世博文化公园,0,80.0,,,121.483719,31.187285,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.483719  31.187285]
38340284,长美绿地,0,90.0,,,121.64797,31.172478,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.64797   31.172478]
38340254,古美路街道图书馆,0,0.0,,,121.411901,31.148137,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.411901  31.148137]
38340223,金山图书馆,0,0.0,,,121.3460659055,30.7481601206,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.34606591  30.74816012]
38340222,佳能影像乐天地,0,0.0,,,121.486264469,31.2316576212,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.48626447  31.23165762]
38340211,高境镇图书馆,0,0.0,,,121.4807796828,31.3288062129,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.48077968  31.32880621]
38340209,五角场镇图书馆,0,0.0,,,121.54220209,31.3119276211,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.54220209  31.31192762]
38340191,百禧公园,0,88.0,,,121.4181129154,31.2472790294,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.41811292  31.24727903]
38340177,星云文教馆,0,80.0,,,121.3392920551,31.1688706724,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.33929206  31.16887067]
38340176,浩清图书馆,0,0.0,,,121.431441559,31.1786400108,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.43144156  31.17864001]
38340136,上钢图书馆,0,0.0,,,121.4993674828,31.1814933828,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.49936748  31.18149338]
38340133,江浦社区图书馆,0,98.0,,,121.5238156809,31.272136888,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.52381568  31.27213689]
38340123,北蔡图书馆,0,100.0,,,121.561817122,31.1799763833,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.56181712  31.17997638]
38340122,新江湾城街道图书馆,0,0.0,,,121.5164547239,31.339706326,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.51645472  31.33970633]
38340121,沙生植物馆,0,0.0,,,121.1952092409,31.0851854052,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.19520924  31.08518541]
38340112,延吉新村街道图书馆,0,0.0,,,121.5430896749,31.2950702646,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.54308967  31.29507026]
38340104,江桥镇图书馆,0,0.0,,,121.3486205587,31.2590682359,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.34862056  31.25906824]
38340103,主恩堂,0,0.0,,,121.5930204382,31.2859581559,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.59302044  31.28595816]
38340098,殷行街道图书馆,0,0.0,,,121.5466110798,31.3259238645,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.54661108  31.32592386]
38340071,长征镇图书馆,0,0.0,,,121.3892827611,31.2471575215,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.38928276  31.24715752]
38340054,洋泾社区图书室,0,0.0,,,121.5634175507,31.2507538004,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.56341755  31.2507538 ]
38340053,淮海中路街道图书馆,0,80.0,,,121.4821438957,31.219699848,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.4821439   31.21969985]
38340052,曹家渡街道图书馆,0,0.0,,,121.4409841884,31.2395085121,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.44098419  31.23950851]
38340050,四平路街道图书馆,0,0.0,,,121.517169723,31.2842721258,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.51716972  31.28427213]
38340024,金杨社区图书馆,0,90.0,,,121.5790133263,31.2541874125,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.57901333  31.25418741]
38340013,主恩堂,0,0.0,,,121.275866,31.17276,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.275866  31.17276 ]
38340010,五角场镇图书馆长海路街道店,0,92.0,,,121.5224440683,31.3151829051,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.52244407  31.31518291]
38340009,大宁路街道图书馆,0,90.0,,,121.4604146925,31.2761423854,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.46041469  31.27614239]
38340005,广中路街道图书馆,0,86.0,,,121.4841688881,31.2838908925,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.48416889  31.28389089]
38340004,半淞园路街道图书馆,0,0.0,,,121.4933740005,31.2126560066,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.493374    31.21265601]
38339984,凡音音乐减压小站团建培训,0,0.0,,,121.4354526615,31.2397064331,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.43545266  31.23970643]
38339983,宝山纺织工业文明展示馆,0,0.0,,,121.4918814966,31.37143626,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.4918815   31.37143626]
38339964,礼巴堂艺术空间,0,100.0,,,121.4517349211,31.2166558754,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.45173492  31.21665588]
38339960,四川北路文化中心图书馆,0,100.0,,,121.4936659209,31.2639741246,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.49366592  31.26397412]
38339958,樊登书店咖啡团建,0,0.0,,,121.613485369,31.2085883102,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.61348537  31.20858831]
38339940,莫胖图书馆,0,0.0,,,121.6165872726,31.2500927513,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.61658727  31.25009275]
38339909,虹桥街道图书馆,0,0.0,,,121.4172538991,31.2036638793,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.4172539   31.20366388]
38339905,可见光,0,90.0,,,121.4697867879,31.215016128,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.46978679  31.21501613]
38339904,,0,0.0,,,121.4562245501,31.2543071689,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.45622455  31.25430717]
38339896,悠贝亲子图书馆乐荟天地馆,0,0.0,,,121.5150113968,31.1913871126,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.5150114   31.19138711]
38339893,得到图书馆,0,0.0,,,121.3327575578,31.2004868375,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.33275756  31.20048684]
38339853,,0,0.0,,,121.4487343146,31.2349646373,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.44873431  31.23496464]
38339852,艺术空间,0,0.0,,,121.4058798967,31.1702123816,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.4058799   31.17021238]
38339851,纽约视觉艺术学院艺术中心,0,0.0,,,121.4961119589,31.2387740736,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[121.49611196  31.23877407]
