,Unnamed: 0,景点名称,攻略数量,评分,景区介绍,景点排名,经度,纬度,评论数量,旅游率,中文名,英文名
961,961,汉经厂与番经厂旧址,1,0.0,"汉经厂与番经厂旧址位于嵩祝寺、法渊寺和智珠寺。
汉经厂与番经厂旧址据""法渊夺碑记""拓片载乾隆御笔：""法渊寺在嵩祝寺左，其右则智珠寺，佛宇毗连，皆前明经厂旧址也。明永乐间以延致喇嘛传写梵经，故有番经厂、汉经厂之名。""番经厂专门印刷喇嘛用…",1064.0,116.4229559187,39.915768633,0,0.0,汉经厂与番经厂旧址,
962,962,"门头沟东魏武定三年刻石Carved Stone in the Third Year of Wuding in the Eastern Wei Dynasty, Mentougou",1,100.0,,1065.0,115.9444946073,39.8277159087,2,0.0,门头沟东魏武定三年刻石,CarvedStoneintheThirdYearofWudingintheEasternWeiDynastyMentougou
963,963,昌平菩萨鹿乡居旅游度假村Changping Pusalu Rural Tourist Resorts,1,0.0,,325.0,116.1454434656,40.20435056,0,0.0,昌平菩萨鹿乡居旅游度假村,ChangpingPusaluRuralTouristResorts
964,964,白塔庵塔,1,100.0,白塔庵塔在中国画研究院内。20世纪40年代此处有庵因塔而名。相传明建文帝在“靖难之役”中逃出南京，削发为僧，晚年来到北京，死后葬于西山，并建衣钵塔，塔讹称建文帝衣钵塔。塔高25米，为覆钵式，塔基为单层须弥座，座上为6层雕刻而成的仰莲，塔…,1066.0,116.3506329101,39.9817967099,1,0.0,白塔庵塔,
965,965,北京江西会馆旧址Beijingjiangxi Association Site,0,74.0,,1067.0,116.381225,39.903873,3,0.0,北京江西会馆旧址,BeijingjiangxiAssociationSite
966,966,白岭关,1,100.0,白岭关风景区距北京一百二十八公里，该景以著名的“白岭关”长城为核心，分布在海拔九百十六米高的燕山山脉上。驻足白岭关上，北望可一览广阔的北国风光；东眺可见著名的京东“第一峰”雾灵山及南侧群峰，西临司马台长城。景观之壮美不是一般地可去…,1068.0,117.3583836379,40.6640858621,3,0.0,白岭关,
967,967,洵贝勒府Doroi Beile Mansion,2,94.0,,1069.0,116.3811401255,39.9197425842,23,0.0,洵贝勒府,DoroiBeileMansion
968,968,张营文化遗址Zhangying Culture Ruins,1,100.0,,1070.0,116.2922504714,40.2203559875,2,0.0,张营文化遗址,ZhangyingCultureRuins
969,969,沈家本故居Former Residence of Shen Jiaben,0,86.0,,1072.0,116.378323,39.903358,9,0.0,沈家本故居,FormerResidenceofShenJiaben
970,970,照塔,0,80.0,"照塔位于房山区南尚乐乡塔照村东的山巅。建于辽代。
塔坐北朝南，为八角形七级密檐砖塔，通高15米。此塔当地传说为风水塔。塔基为须弥座，高3米，每面宽 2．2米。中部塔身高2．2米，每面宽1．75米。塔身正面有券门，其它各面设假门和假窗。塔身之上…",1075.0,115.7709803058,39.5480583347,2,0.0,照塔,
971,971,吕祖宫Lvzu Palace,1,90.0,,1076.0,116.363846,39.918652,28,0.0,吕祖宫,LvzuPalace
972,972,将军坨,0,0.0,将军坨风景区位于北京市房山区河北镇檀木港村。是生态型自然风景区，总面积1680亩，其中果园370亩，风景林230亩，果树有杏、桃、苹果、核桃、柿子等；百草园有白菊、柴胡、沙参、野姜、连翘、桔梗等。为国家级A级景区。,1077.0,115.9715642219,39.8446706471,0,0.0,将军坨,
973,973,北京舞蹈学院Beijing Dancing Academy,0,80.0,北京舞蹈学院坐落于北京学府林立的海淀区，是新中国建立的第一所专业舞蹈教育院校，被外界称为“舞蹈家摇篮”。,1078.0,116.3327117148,39.9586087183,1,0.0,北京舞蹈学院,BeijingDancingAcademy
974,974,天池山,1,0.0,,1079.0,115.570255,39.648981,0,0.0,天池山,
975,975,梁启超故居Liangqichao Former Residence,1,80.0,,1080.0,116.430116,39.944086,30,0.0,梁启超故居,LiangqichaoFormerResidence
976,976,北京蟠桃宫Beijing Peach Palace,1,84.0,,458.0,116.4398596296,39.9071488141,7,0.0,北京蟠桃宫,BeijingPeachPalace
977,977,唐指山风景区tang zhi shan feng jing qu,1,88.0,,1081.0,116.8195745136,40.2765645013,4,0.0,唐指山风景区,tangzhishanfengjingqu
978,978,清河西汉古城遗址Haidian Qinghe Western Han Ancient City Ruins,1,0.0,,1082.0,116.330538,40.032959,0,0.0,清河西汉古城遗址,HaidianQingheWesternHanAncientCityRuins
979,979,万松老人塔Wansong Old Man Tower,1,94.0,,525.0,116.3802196288,39.9272624766,23,0.0,万松老人塔,WansongOldManTower
980,980,瑞云寺Fangshanruiyun Temple,1,50.0,,1086.0,115.659932,39.860802,2,0.0,瑞云寺,FangshanruiyunTemple
981,981,房山古塔Fangshan Ancient Tower,1,90.0,,1087.0,116.1543017951,39.7423553467,15,0.0,房山古塔,FangshanAncientTower
982,982,金中都城墙遗址公园Wanquan Park,2,88.0,,397.0,116.3368185134,39.867823,29,0.0,金中都城墙遗址公园,WanquanPark
983,983,莲花寺Lianhua Temple,1,0.0,,1088.0,116.114061,40.053108,0,0.0,莲花寺,LianhuaTemple
984,984,张坊村塔,0,0.0,"张坊村塔位于房山张坊村。辽天庆六年(1116)始建。
塔为八角形五级密檐石塔。通高6米。塔座分上、中、下三层：上部是圆形的石雕仰莲托,中、下部为两层须弥座，周身浮雕人物、动物图案。塔的中部是独石制就的八角幢身，因上面刻有经文，所以俗称“经…",1089.0,115.7115825316,39.583820367,0,0.0,张坊村塔,
985,985,明皇城东安门遗址Dong'anmen Ming Imperial Palace Relics,1,88.0,,1090.0,116.4133101502,39.9217470426,17,0.0,明皇城东安门遗址,DonganmenMingImperialPalaceRelics
986,986,西城双塔庆寿寺原址,1,82.0,,1091.0,116.374576502,39.9054679871,7,0.0,西城双塔庆寿寺原址,
987,987,逍遥骑士农庄Xiaoyaoqishi Farm,0,64.0,,334.0,116.5040634069,40.1674842834,4,0.0,逍遥骑士农庄,XiaoyaoqishiFarm
988,988,万佛堂花塔,1,0.0,"万佛堂花塔是万佛堂孔水洞的组成部分。花塔建于辽咸雍六年(1070)，是中国现存准确年代最早的花塔。
塔坐北朝南，砖结构，通高约24米。下部平面八角形，上部呈笋状。须弥座高5米，笋状塔身，下侧嵌镶两层楼阁。往上至顶是佛龛，内各供佛像。每龛下，…",1092.0,115.9946070123,39.7970273604,1,0.0,万佛堂花塔,
989,989,北京拈花寺Nianhua Temple,1,92.0,,1093.0,116.3936138319,39.9529196848,14,0.0,北京拈花寺,NianhuaTemple
990,990,金炉圣母铸钟娘娘庙,1,100.0,"金炉圣母铸钟娘娘庙在西城区小黑虎胡同24、26号。始建年代不详。清顺治、乾隆、道光年间几次重修。庙内原有四次重修碑记。
庙坐北朝南，中轴线上依次为山门1间，砖券门石门额上书“金炉圣母铸钟娘娘庙”，前殿3间，中殿3间，东西配殿各3间，后殿3间…",1094.0,116.3722103795,39.9192557566,1,0.0,金炉圣母铸钟娘娘庙,
991,991,一处长安寺,1,0.0,"长安寺位于公园大门以南一里多地，原名""善应寺""创建于明弘治十七年（1504年）。后历经修建，规模日大，改称长安寺。 长安寺西倚翠微山，坐西朝东，红墙围绕，两进四合。入门便是一砖石景壁，上有""登欢喜地""四字。沿西向甬路前行，登数十级台阶为该…",1095.0,116.1869054098,39.9634467303,2,0.0,一处长安寺,
992,992,北京辛亥滦州革命纪念塔Beijing Luanzhou Xinhai Revolution Cenotaph,1,0.0,,1096.0,116.1657155107,40.0589561462,0,0.0,北京辛亥滦州革命纪念塔,BeijingLuanzhouXinhaiRevolutionCenotaph
993,993,三圣庵Beijing Sansheng Nunnery,1,86.0,,1098.0,116.3822206331,39.886761857,17,0.0,三圣庵,BeijingSanshengNunnery
994,994,密云曹家路营城遗址Miyun Caojialu Camp Site,1,100.0,,22.0,117.4323223765,40.6550979614,3,0.0,密云曹家路营城遗址,MiyunCaojialuCampSite
995,995,平西抗日纪念馆Pingxi Kangri Zhanzheng Memorial Hall,1,94.0,,1100.0,115.594507,39.644945,8,0.0,平西抗日纪念馆,PingxiKangriZhanzhengMemorialHall
996,996,九道弯大峡谷Jiudaowan Canyon,1,78.0,,23.0,116.786064,40.548211,14,0.0,九道弯大峡谷,JiudaowanCanyon
997,997,于庄塔Fangshan Yuzhuang Tower,0,74.0,,1102.0,116.073186,39.681536,5,0.0,于庄塔,FangshanYuzhuangTower
998,998,北京长辛店补习学校旧址Beijing Zhangxindian Buxi Xuexiao Site,1,96.0,,1103.0,116.208261,39.833579,4,0.0,北京长辛店补习学校旧址,BeijingZhangxindianBuxiXuexiaoSite
999,999,首云铁人训练营,0,0.0,北京首云“铁人训练营”隶属于首云铁矿，位于北京市密云县境内，距密云县城16公里，距北京80公里。首云铁矿始建于1959年，1970年建 成投产，是集采矿、选矿、竖炉焙烧连续生产工艺为一体的国有中型冶金矿山企业，曾隶属于北京市冶金局和首钢总公司…,1104.0,116.9986601554,40.3729628822,0,0.0,首云铁人训练营,
1000,1000,石城乡,0,0.0,"石城乡位于北京市东北部、密云县西北部，乡域总面积248.5平方公里，19个行政村，总人口7094人，是远近闻名的""旅游之乡""。
石城乡人民政府位于北京市东北部，密云县西北部，北迄白河谷地，东抵密云水库，西与怀柔交界，京通铁路斜穿东南，乡内有石塘…",1114.0,116.8243649151,40.5478661033,0,0.0,石城乡,
1001,1001,岫云观,1,0.0,"岫云观在房山区琉璃河中学院内。建于明代，原名恩惠寺，俗称老公庙。
主要建筑在中轴线上，仅存皋殿、三清殿和吕祖阁。岫云观古建筑是研究明代建筑工艺的实物资料，为房山县重点保护文物。",1116.0,117.3936528421,40.6532748965,0,0.0,岫云观,
1002,1002,朱彝尊故居Zhuyizun Former Residence,1,0.0,,1117.0,116.3845073433,39.9027660314,0,0.0,朱彝尊故居,ZhuyizunFormerResidence
1003,1003,北京都城隍庙大殿Huang Temple Ancestral House,1,86.0,,1118.0,116.3605918099,39.913106277,16,0.0,北京都城隍庙大殿,HuangTempleAncestralHouse
1004,1004,百仙神洞,1,0.0,"百仙神洞位于虎峪沟西南，是由虎峪自然风景区旅游服务公司前任总经理张存海创意，工艺美术大师徐岚先生规划设计，然后开发建设成功。
洞穴得天造化，又历经数十年开凿，曲折幽深，宏伟奇特。百余尊中国神仙彩塑荟萃其中，匠心独运，构思奇巧，浑然…",1119.0,116.1519537602,40.2803169083,0,0.0,百仙神洞,
1005,1005,智慧谷,1,0.0,"“智慧谷”位于怀柔县雁栖镇交界河村，是一个集知识性、趣味性、娱乐性为一体的青少年科学考察园地。这里群山环抱，气候温和，空气清新，海拔300--1000米，属燕山山脉中段的自然山系。
该区域自然资源丰富，山地森林覆盖率达（乔灌草总覆盖率）89%…",1121.0,116.6061248576,40.4722515849,0,0.0,智慧谷,
1006,1006,永山宅院Huoqiying Site,1,90.0,,1122.0,116.2970722582,39.9683175968,8,0.0,永山宅院,HuoqiyingSite
1007,1007,刘少奇革命活动纪念地,1,0.0,"刘少奇革命活动纪念地在西城区砖塔胡同四眼井lO号(今南四眼井2号)。
刘少奇(1898―1969)，湖南省宁乡县人。1937年2月，刘少奇带领中共中央北方局机关由天津搬到北平，在此处居住。这里是刘少奇当时的秘书林枫和译电员郭明秋的家。当时刘少奇使用的…",506.0,116.3727688572,39.9276324125,0,0.0,刘少奇革命活动纪念地,
1008,1008,文峰塔,2,0.0,文峰塔位于平谷县东高村镇东高村东500米的山顶上。始建于明代 ，清道光二十四年(1844)重修。塔为六棱实心，共分三层，通高8米，南北各有一块石刻镶于其中，是平谷县现存唯一的古塔。,1123.0,117.1478508728,40.1199752578,1,0.0,文峰塔,
1009,1009,天华洞,3,80.0,"天华洞风景区位于怀柔县慕田峪长城以北，距怀柔县城28公里，距北京80公里，是集人文与自然景观于一体的旅游区，总面积12平方公里。
天华洞景区内植被繁茂，空气清新，分为天华洞探古揽胜、巨龙关、百孝园及疗养度假四大景区。
天华洞是天然形成的石…",1124.0,116.4235293899,40.455075028,1,0.0,天华洞,
1010,1010,应公长老寿塔,0,0.0,"应公长老寿塔位于房山区岳各庄乡天开村北。俗称和尚塔。建于元代大德五年(1301)二月。
塔南向，六角形五级檐式砖塔，通高12米，须弥座上砌三层莲花。柱形塔身正面开拱门，门楣上端嵌铭文：“应公长老寿塔”。东南、西南两面又嵌铭各一方。正面设假…",1125.0,115.846310463,39.6340100818,0,0.0,应公长老寿塔,
1011,1011,龙仙宫Longxian Palace,1,0.0,,1127.0,115.7446815984,39.672668457,0,0.0,龙仙宫,LongxianPalace
1012,1012,长辛店留法勤工俭学旧址,1,0.0,长辛店留法勤工俭学旧址在长辛店铁路中学校园内。是一座方形两层法式小楼，原为京汉铁路局火车房总管郭长泰的住宅。1918年夏建成后，成为留法勤工俭学预备班的教室。为北京市重点保护文物。,1128.0,116.2171195833,39.8302864224,0,0.0,长辛店留法勤工俭学旧址,
1013,1013,镇岗塔Beijing Zhengang Tower,0,92.0,,440.0,116.1766960054,39.8216810595,18,0.0,镇岗塔,BeijingZhengangTower
1014,1014,龚自珍故居Gongzizhen Former Residence,1,78.0,,1129.0,116.375722,39.903586,6,0.0,龚自珍故居,GongzizhenFormerResidence
1015,1015,国色天香牡丹园Beijing-Tianjin Very Beautiful Peony Garden,1,84.0,,340.0,116.573182,40.295057,4,0.0,国色天香牡丹园,BeijingTianjinVeryBeautifulPeonyGarden
1016,1016,"昌平高崖口南沟Gaoyakou Nangou Scenic Area, Changping",0,0.0,,1130.0,116.0720327163,40.1892108991,0,0.0,昌平高崖口南沟,GaoyakouNangouScenicAreaChangping
1017,1017,吉安所,1,0.0,,1131.0,116.4062173611,39.9348027211,0,0.0,吉安所,
1018,1018,泾县会馆旧址,0,0.0,泾县会馆旧址曾是1918年12月创办政治周刊《每周评论》的编辑部所在地。由李大钊、陈独秀任编辑，张申府、胡适、周作人、高一涵、王光祈等经常为该刊撰稿。,1132.0,116.3819719755,39.8935264293,0,0.0,泾县会馆旧址,
1019,1019,洪水口村Miyun Flood Pass,1,96.0,,10.0,115.491256,39.999389,9,0.0,洪水口村,MiyunFloodPass
1020,1020,天龙潭,1,0.0,天龙潭自然风景区位于昌平区南口镇西7公里处，以天龙潭民俗旅游度假村为中心，响潭水库、龙潭水库、龙潭山庄、龙潭公园及3000亩原始森林环绕四周，水旺山青，四季锦绣。,1134.0,116.0853712206,40.2720103265,0,0.0,天龙潭,
1021,1021,龙坡遗址,0,0.0,"龙坡遗址是西周至战国时遗址。
龙坡遗址在一处面积约1200平方米的三层台地上，文化层高达10米。1977年在遗址东500米处曾出土一面铜镜、一件青铜剑和陶器多件。",443.0,117.172419028,40.1282236091,0,0.0,龙坡遗址,
1022,1022,古北口卧虎山长城Wohu Mountain,1,82.0,,1136.0,117.165221,40.695585,8,0.0,古北口卧虎山长城,WohuMountain
1023,1023,海淀团城演武厅Tuancheng Yanwu Hall,1,80.0,,1137.0,116.2127378864,39.9904856061,21,0.0,海淀团城演武厅,TuanchengYanwuHall
1024,1024,京东大芦荡,2,0.0,顺义东部正在开发建设中的京东大芦荡，芦苇从生，面积达2300亩，是北京地区面积最大的芦苇生长区，在大堤外又种植荷花800多亩，使整个景区水面清澈，绿色苍茫，百花争艳，水鸟鸣啼，微风吹拂，芦苇摇曳，此起彼伏，犹如浩瀚的大海，景色颇为壮观，…,1138.0,116.7899341907,40.2532685603,0,0.0,京东大芦荡,
1025,1025,金仙公主塔,0,0.0,"金仙公主塔位于房山云居寺石经山雷音洞上面，建于唐开元十八年(740)。
金仙公主塔坐北朝南，通体高3．5米，全部采用汉白玉石精制而成。基座由块石砌垒。中间用4块厚板石组成方形佛龛，正面设券门。门两侧各有浮雕金刚力士一尊。自门向里，对面石壁…",1139.0,115.7833431738,39.6165645916,0,0.0,金仙公主塔,
1026,1026,周云端和尚灵塔Zhou Yunduan Pagoda,0,80.0,,1140.0,116.1079132525,40.0522191007,0,0.0,周云端和尚灵塔,ZhouYunduanPagoda
1027,1027,张坊古战道Zhangfang Ancient War Tunnel,1,76.0,,11.0,115.720894,39.576967,14,0.0,张坊古战道,ZhangfangAncientWarTunnel
1028,1028,金仙庵遗址,0,0.0,"金仙庵遗址位于海淀区北安河村西。庵堂建在一座石砌高台上。原寺名金山寺。始建何年无考。相传清代慈禧的表妹金仙，削发为尼在此修行，改名。
寺中前院尚遗存银杏树两株，树龄约有700--800年。金山是西山著名风景区之一。金仙庵于抗日战争时期被日…",1141.0,116.0820652974,40.0745094351,0,0.0,金仙庵遗址,
1029,1029,明瑞府Beijing Mingrui Mansion,1,92.0,,1143.0,116.4319730517,39.9255428158,6,0.0,明瑞府,BeijingMingruiMansion
1030,1030,双林寺Mentougou Shuanglin Temple,1,0.0,,1146.0,115.6191823828,39.9567260601,0,0.0,双林寺,MentougouShuanglinTemple
1031,1031,海淀展览馆Haidian Exhibition Hall,9,94.0,,1147.0,116.3036142425,39.9958056442,19,0.0,海淀展览馆,HaidianExhibitionHall
1032,1032,镇江营遗址,0,0.0,镇江营遗址东临拒马河。遗址南北长约300米，东西宽50米左右。地表文化遗存大量的红、灰陶片，断壁上暴露出墓葬等。商周遗存发现于50年代，1986年在遗址上又发现了新石器时代遗存。随之发现了一些房址、窑穴，出土了一批陶器、石器、骨器、角器等。…,1148.0,115.832102989,39.5594323152,0,0.0,镇江营遗址,
1033,1033,石匣镇遗址Shixiazhen Ruins,0,100.0,,24.0,117.07076,40.558443,2,0.0,石匣镇遗址,ShixiazhenRuins
1034,1034,灵岳寺,1,0.0,"灵岳寺位于门头沟区斋堂镇北部5公里的白铁山上。灵岳寺创建于唐贞观年间。辽代时重建，此时称“白贴山院”，到了金代改称“灵岳寺”，即为现名。
灵岳寺的寺院处于白铁山主峰前的平台上，其朝向为南，在中轴线上有山门、天王殿和释迦佛殿。寺的南部…",1149.0,115.755606438,40.0028309916,0,0.0,灵岳寺,
1035,1035,庄士敦别墅Reginald Fleming Johnston’s Villa,0,0.0,,11.0,116.053927,40.043002,0,0.0,庄士敦别墅,ReginaldFlemingJohnstonsVilla
1036,1036,中央民族大学Minzu University of China,1,84.0,中央民族大学（Minzu University of China）坐落于北京学府林立的海淀区，南邻国家图书馆，北依中关村科技园，校园环境典雅，古朴幽美，人文氛围浓郁，具有鲜明的民族特点。,262.0,116.327024,39.956578,3,0.0,中央民族大学,MinzuUniversityofChina
1037,1037,雪山文化遗址,1,0.0,"雪山文化遗址属于新石器文化遗址，位于昌平县到南口的公路南侧雪山村。此处遗址于1958年发现，1962年开始发掘。
遗址分布在雪山东南的台地上，地势西北高东南低。整个遗址面积l平方公里，可分为三个时期：早期文化遗址与中原仰韶文化，东北的红山文…",1150.0,116.183724747,40.2287884658,0,0.0,雪山文化遗址,
1038,1038,文丞相祠,1,100.0,"文丞相祠是为纪念南宋著名民族英雄和爱国诗人文天祥而建的。
文天祥在南宋末年奋力抗元被俘至元大都（北京）后，囚禁于兵马司土牢近4年时间，于1283年就义于柴市。
明洪武九年（1376年），由按察司副使建祠堂。明永乐六年（1408年）正式列入祭典。…",1151.0,116.4164144671,39.9423413912,0,0.0,文丞相祠,
1039,1039,和平寺,1,0.0,和平寺又名花塔寺，建于唐代，由唐代名将尉迟恭监建，唐太宗李世民御笔亲书“敕赐和平寺”，古有“先有和平寺，后有潭拓寺，先有和平寺，后有北京城”之说，现在正殿中门上仍留与清雍正皇帝亲题“大地金沙”的匾额。寺院内一派幽静，春来鸟语花香，…,1152.0,116.0713958318,40.2298535061,0,0.0,和平寺,
1040,1040,"房山周口店鱼化石产地Zhoukoudian Fish Fossil Origin, Fangshan District",0,94.0,,1153.0,115.9333979828,39.6922073364,6,0.0,房山周口店鱼化石产地,ZhoukoudianFishFossilOriginFangshanDistrict
1041,1041,环谷园,1,0.0,"环谷园南西北三面，被高耸青翠群峰环抱。
相传在很早以前，这里名叫""安府""。掩葬着一位皇姑，故取名“皇姑坟”，环谷一名由皇姑二字谐音而来。当年园寝石砌大墙，至今还有残迹遗存。1924年中法大学校长李石曾在环谷园购置民房70间，成立了中法大学…",499.0,116.1206050445,40.0724144474,0,0.0,环谷园,
1042,1042,巴蜀文化园,1,0.0,巴蜀文化园座落在风景迷人的密云水库南2公里处，占地450亩，苍松劲柏， 四季常青。是以体现巴蜀文化为主的山顶公园，建有武穆祠、上关殿、报恩殿、冥神苑、哼哈祠、屈原祠等18处人文景观。该园规模宏大，建筑精巧，风格独特，殿内泥塑形态各异、栩…,1154.0,116.8408293712,40.4483232101,0,0.0,巴蜀文化园,
1043,1043,慈悲庵,1,0.0,"古刹慈悲庵，座落于陶然亭公园湖心岛西南的高台上，建自元代，又称观音庵。历史上这里是文人墨客荟集赋咏之地，曾留下许多传诵一时的诗篇。庵内的陶然亭又是近代革命志士的秘密集合场所。
慈悲庵的主要建筑有山门、观音殿、招提宝殿、文昌阁、陶然…",1156.0,116.3869944408,39.8798780112,0,0.0,慈悲庵,
1044,1044,清真女寺Muslim Woman Temple,1,90.0,,1157.0,116.371401,39.89208,12,0.0,清真女寺,MuslimWomanTemple
1045,1045,王茂荫故居,0,0.0,,1158.0,116.380553311,39.9013345027,0,0.0,王茂荫故居,
1046,1046,豆各庄塔Fangshan Dougezhuang Tower,0,100.0,,13.0,116.0890011123,39.7764663696,3,0.0,豆各庄塔,FangshanDougezhuangTower
1047,1047,中国现代文学馆National Museum of Modern Chinese Literature,1,90.0,,1159.0,116.436684,39.990717,98,0.0,中国现代文学馆,NationalMuseumofModernChineseLiterature
1048,1048,北京定亲王府Beijng Ding Prince House,1,96.0,,1160.0,116.3800209917,39.9269649326,20,0.0,北京定亲王府,BeijngDingPrinceHouse
1049,1049,北京地震基准台Beijing Seismic Reference Station,0,90.0,,1161.0,116.1897937898,40.0439936777,0,0.0,北京地震基准台,BeijingSeismicReferenceStation
1050,1050,孚王府Beijing Fujunwang Palace,1,88.0,,1162.0,116.431603,39.931712,29,0.0,孚王府,BeijingFujunwangPalace
1051,1051,北京东四清真寺Beijing Dongsi Mosque,1,88.0,,514.0,116.423406,39.929563,29,0.0,北京东四清真寺,BeijingDongsiMosque
1052,1052,极乐寺Jile Temple,1,0.0,,1163.0,116.340619,39.951582,0,0.0,极乐寺,JileTemple
1053,1053,北京上宅文化陈列馆Shangzhai Culture Exhibition Hall,0,84.0,,1164.0,117.3091796486,40.1927592287,4,0.0,北京上宅文化陈列馆,ShangzhaiCultureExhibitionHall
1054,1054,文天样祠,1,0.0,"文天祥祠坐落在东城区府学胡同63号，明清两代为祭祀南宋抗元英雄文天祥，将当年文天祥被囚禁的土牢旧址扩大改建而成，至今仍保持明代的建筑风格。1984年10月对外开放。
文天祥(1236一1282)，字宋瑞，号文山，江西吉水人。1279年抗元失败后，被掳至…",503.0,116.416392544,39.9423571064,1,0.0,文天样祠,
1055,1055,蒲阳会馆旧址,0,0.0,蒲阳会馆旧址在宣武区贾家胡同31号。是一个长方形的小四合院。林则徐1811年春进京会试，中进士后选入翰林院庶吉士。1813年他偕妻郑淑卿到京师就任，曾住在这里。为宣武区重点保护文物。,1165.0,116.3857662132,39.8921402815,0,0.0,蒲阳会馆旧址,
1056,1056,凤翔寺Fengxiang Temple,1,0.0,,1166.0,116.685800357,40.2855248556,0,0.0,凤翔寺,FengxiangTemple
1057,1057,利马窦墓Tomb of Matteo Ricci,1,94.0,,153.0,116.3542866422,39.9362101687,12,0.0,利马窦墓,TombofMatteoRicci
1058,1058,龙泉寺戚继光诗碑,1,0.0,"龙泉寺戚继光诗碑在密云县城东北2.5公里处。戚继光（1512-1587），是明代著名爱国将领，戍边时曾在密云石匣驻防。万历三年（1575年），他在游密云龙潭时，曾赋游龙潭七律一首，刻碑留龙泉寺中。
戚继光是抗倭名将，当年正是他，保卫了中华大地的几…",1168.0,116.8587667192,40.3446214026,0,0.0,龙泉寺戚继光诗碑,
1059,1059,太阳宫公园Taiyanggong Park,1,92.0,,1169.0,116.460467,39.98142,80,0.0,太阳宫公园,TaiyanggongPark
1060,1060,延庆三里河湿地公园,0,0.0,延庆三里河湿地生态公园是北京市第一个湿地生态公园，以自然质朴为根本，加入了富有情趣的景观。,1170.0,115.97293,40.47534,0,0.0,延庆三里河湿地公园,
1061,1061,清华大礼堂Tsinghua Auditorium,1,94.0,,362.0,116.3310213432,40.0093383789,88,0.0,清华大礼堂,TsinghuaAuditorium
1062,1062,通惠河玉河遗址Tonghuihe Yuhe Relic Site,3,92.0,,1171.0,116.406275,39.940128,14,0.0,通惠河玉河遗址,TonghuiheYuheRelicSite
1063,1063,密云欢乐桃源,0,0.0,度假烧烤踏青的好去处。,1172.0,117.261147,40.636983,0,0.0,密云欢乐桃源,
1064,1064,源升号博物馆Hongxing Yuansheng Hao Museum,1,84.0,,558.0,116.404258,39.900729,20,0.0,源升号博物馆,HongxingYuanshengHaoMuseum
1065,1065,北京电影学院Beijing Film Academy,4,90.0,,47.0,116.36231,39.977148,56,0.0,北京电影学院,BeijingFilmAcademy
1066,1066,詹天佑纪念馆Memorial Hall Of Jantianyou,3,92.0,纪念詹天佑先生的生平贡献，了解中国早期铁路人的艰辛和奋斗。,15.0,116.013297,40.364345,87,0.0,詹天佑纪念馆,MemorialHallOfJantianyou
1067,1067,花仙子万花园Huaxianziwan Garden,2,82.0,,3.0,116.698458,39.713979,44,0.0,花仙子万花园,HuaxianziwanGarden
1068,1068,鹿世界科普主题园,0,0.0,引导参与、科普教育、养鹿富民”为理念。,1174.0,116.690846304,40.3019977706,21,0.0,鹿世界科普主题园,
1069,1069,星美今晟影视城Xing Meijinsheng Movie & Television Town,1,76.0,,384.0,116.676579,40.29928,20,0.0,星美今晟影视城,XingMeijinshengMovieTelevisionTown
1070,1070,老爷车博物馆Vintage Car Museum,1,88.0,,17.0,116.684891,40.305098,36,0.0,老爷车博物馆,VintageCarMuseum
1071,1071,北京的那,1,0.0,北京新绿色高大上旅游休闲方式！,319.0,116.499104,40.178699,0,0.0,北京的那,
1072,1072,文华胡同,0,100.0,,,116.371866,39.911343,0,0.0,文华胡同,
1073,1073,上生屿宙·自然艺术收藏馆,0,0.0,,,116.415364,40.04044,0,0.0,上生屿宙自然艺术收藏馆,
1074,1074,榆树底下村,0,0.0,,,117.288351,40.604328,0,0.0,榆树底下村,
1075,1075,中国国家版本馆 (文瀚阁),0,0.0,,,116.485222,40.258495,0,0.0,中国国家版本馆文瀚阁,
1076,1076,灰窑遗址公园,0,0.0,,,116.035551,39.888232,0,0.0,灰窑遗址公园,
1077,1077,玉光寺,0,0.0,,,116.31999,40.070739,0,0.0,玉光寺,
1078,1078,天恒幸福农场,0,100.0,,,116.106275,39.805387,0,0.0,天恒幸福农场,
1079,1079,北京金漆镶嵌艺术博物馆,0,0.0,,,116.441258,39.842055,0,0.0,北京金漆镶嵌艺术博物馆,
1080,1080,噫吁唏艺术馆,0,0.0,,,116.4931622409,40.008203787,0,0.0,噫吁唏艺术馆,
1081,1081,中国民贸非遗中心,0,0.0,,,116.5018052124,39.9908123422,0,0.0,中国民贸非遗中心,
1082,1082,玫海香堤,0,0.0,,,116.0169786617,40.0773760771,0,0.0,玫海香堤,
1083,1083,北京崇德堂,0,0.0,,,116.5333536736,39.8880269881,0,0.0,北京崇德堂,
1084,1084,小胡营村,0,0.0,,,116.710063,40.226983,0,0.0,小胡营村,
1085,1085,北京之巅绿海家园,0,0.0,,,116.130396,39.936911,0,0.0,北京之巅绿海家园,
1086,1086,凤凰驼,0,0.0,,,116.334857,40.505367,0,0.0,凤凰驼,
1087,1087,军庄过街楼,0,0.0,,,116.099999,40.00398,0,0.0,军庄过街楼,
1088,1088,联庄村,0,0.0,,,116.491235,40.209065,0,0.0,联庄村,
1089,1089,北京影都花海,0,100.0,,,116.703897,40.300074,0,0.0,北京影都花海,
1090,1090,槐轩,0,0.0,,,116.436952,39.929373,0,0.0,槐轩,
1091,1091,蔡冠深文化交流中心·白云馆,0,0.0,,,116.541617,39.988945,0,0.0,蔡冠深文化交流中心白云馆,
