,景点名称,攻略数量,评分,景区介绍,景点排名,经度,纬度,评论数量,旅游率,中文名,英文名
311,梵高星空艺术馆（王府井旗舰店）Fangaoxingkong Art Museum (wangfujingqijian),0,88.0,,,116.418247,39.916613,9,0.0,梵高星空艺术馆王府井旗舰店,FangaoxingkongArtMuseumwangfujingqijian
312,西海Xihai Sea,0,96.0,,,116.384249,39.952041,20,0.0,西海,XihaiSea
313,玉渊潭公园Yuyuantan Park,26,92.0,北京的赏樱胜地和放松佳处，林中小憩或泛舟湖上都让人心旷神怡。,103.0,116.329057,39.92195,1252,0.01,玉渊潭公园,YuyuantanPark
314,西什库教堂（北堂）Xishiku Church (North Hall),6,92.0,,771.0,116.385054,39.931732,99,0.01,西什库教堂北堂,XishikuChurchNorthHall
315,十三陵水库Ming Tomb Reservoir,5,88.0,,772.0,116.267207,40.266774,115,0.0,十三陵水库,MingTombReservoir
316,中南海Zhongnanhai,1,94.0,,40.0,116.392398,39.914008,47,0.01,中南海,Zhongnanhai
317,日坛公园Ritan Park (Ritan Gongyuan),2,92.0,北京五坛之一，是明清时期祭祀太阳神的场所。,151.0,116.45044,39.921337,328,0.0,日坛公园,RitanParkRitanGongyuan
318,紫竹院公园Purple Bamboo Park,7,92.0,园内竹林茂密，夏日泛舟荷花池，清香阵阵，凉风习习，十分惬意。,237.0,116.326003,39.948517,599,0.0,紫竹院公园,PurpleBambooPark
319,世界花卉大观园World Flower Garden,3,92.0,观赏世界各地的花朵和植物，适合带老人和小孩一起全家出游。,118.0,116.359803,39.841376,925,0.0,世界花卉大观园,WorldFlowerGarden
320,广济寺Guangji Temple,2,90.0,市内的一座百年古刹，以清代巨幅指画《胜果妙音图》为名。,775.0,116.378703,39.930786,88,0.0,广济寺,GuangjiTemple
321,八达岭国家森林公园Badaling National Forest Park,2,90.0,,4.0,116.035858,40.350587,148,0.0,八达岭国家森林公园,BadalingNationalForestPark
322,北京凤凰岭景区Fenghuangling Natural Scenic Area,7,92.0,游山玩水，拜访宗教古刹，有“京西小黄山”之称。,193.0,116.0917633154,40.1119661072,546,0.0,北京凤凰岭景区,FenghuanglingNaturalScenicArea
323,北京警察博物馆Beijing Police Museum,2,90.0,,181.0,116.411541,39.908366,28,0.0,北京警察博物馆,BeijingPoliceMuseum
324,桃源仙谷自然风景区Taoyuan Xiangu Natural Scenic Area,2,88.0,夏季登山观景、避暑纳凉，冬天可以看到壮观美丽的冰川瀑布。,311.0,116.802999,40.546673,278,0.0,桃源仙谷自然风景区,TaoyuanXianguNaturalScenicArea
325,北京古代建筑博物馆Beijing Ancient Architecture Museum,3,92.0,,471.0,116.3985060294,39.8835945129,72,0.0,北京古代建筑博物馆,BeijingAncientArchitectureMuseum
326,良乡塔Liangxiang Pagoda,0,94.0,,804.0,116.160808,39.740999,7,0.0,良乡塔,LiangxiangPagoda
327,中国铁道博物馆东郊馆China Railway Museum East Suburb,3,88.0,国内专业性铁路博物馆，亲眼看一看铁路的发展史。,96.0,116.5227366208,40.0040121174,104,0.0,中国铁道博物馆东郊馆,ChinaRailwayMuseumEastSuburb
328,千灵山公园Qianling Mountain Park,2,90.0,,848.0,116.0921728208,39.8665932815,94,0.0,千灵山公园,QianlingMountainPark
329,北京工商大学,0,96.0,北京工商大学（BTBU）简称“北工商”，是北京市属多学科性重点大学，创办于1950年，是一所有着辉煌办学历史的全国重点大学。,850.0,116.173829,39.725327,4,0.0,北京工商大学,
330,中国紫檀博物馆China Red Sandalwood Museum,1,94.0,馆藏丰富，能看到近千件紫檀木制成的珍贵明清家具、精品木雕等。,433.0,116.532527,39.916834,206,0.0,中国紫檀博物馆,ChinaRedSandalwoodMuseum
331,红螺湖鸟岛景区Bird Island at Hongluo Lake,9,86.0,,9.0,116.630005,40.364169,57,0.0,红螺湖鸟岛景区,BirdIslandatHongluoLake
332,北普陀影视城Beijing Beiputuo Movie City (North Gate),1,78.0,,303.0,116.460147,39.741159,59,0.0,北普陀影视城,BeijingBeiputuoMovieCityNorthGate
333,京西十八潭Jingxi Shibatan Scenic Resort,3,82.0,,8.0,115.915165,40.009741,120,0.0,京西十八潭,JingxiShibatanScenicResort
334,上方山云水洞Shangfanshan Yunshui Karst Cave,1,88.0,,907.0,115.822117,39.682449,11,0.0,上方山云水洞,ShangfanshanYunshuiKarstCave
335,京都第一瀑Jingdu Waterfall,1,74.0,,15.0,116.791982,40.599974,53,0.0,京都第一瀑,JingduWaterfall
336,七孔桥Qikong Bridge,2,86.0,,918.0,116.2469567912,40.282929115,9,0.0,七孔桥,QikongBridge
337,妫河漂流,1,0.0,位于北京生态环境示范县――延庆的妫河漂流风景区以其新奇独特的项目，清幽秀丽的田园风光受到人们的青睐。,516.0,116.1000162746,40.5157547975,1,0.0,妫河漂流,
338,北沟摩崖石刻,1,0.0,"北沟摩崖石刻在怀柔县沙峪乡北沟村北山沟内。
北沟摩崖石刻有8处刻字，分布在长约2公里的山沟里。均为阴文，字体约80厘米见方。是明代官员多次视察边关的题写。
沟口第l处是横幅字“警心慎辔”。进沟后距村约500米处东山坡上为第2处，竖刻“观澜”2…",949.0,116.12158613,40.13771686,1,0.0,北沟摩崖石刻,
339,霞云岭国家森林公园Xiayunling National Forest Park,3,82.0,,958.0,115.756825,39.742479,14,0.0,霞云岭国家森林公园,XiayunlingNationalForestPark
340,焦庄户地道战遗址Museum of the Tunnel Warfare of Jiaozhuanghu,1,88.0,,6.0,116.876554,40.240192,27,0.0,焦庄户地道战遗址,MuseumoftheTunnelWarfareofJiaozhuanghu
341,永定河绿野素质教育基地,1,0.0,绿野基地全名北京永定河绿野素质教育基地，是集青少年素质教育、农艺观光、休闲娱乐于一体的综合性大型基地。,1083.0,116.3289230454,39.6847662978,0,0.0,永定河绿野素质教育基地,
342,慢闪公园,0,0.0,,,116.059859978,39.884424439,0,0.0,慢闪公园,
343,阁老峪村,0,0.0,,,116.9335097738,40.4452232441,0,0.0,阁老峪村,
344,童牛影视小镇,0,84.0,,,116.618271,40.28117,0,0.0,童牛影视小镇,
345,喇叭沟原始森林风景区-白桦林景区,0,0.0,,,116.4882337982,40.9700852178,0,0.0,喇叭沟原始森林风景区白桦林景区,
346,白河,0,0.0,,,116.8064594851,40.5835502776,0,0.0,白河,
347,潭柘秘境,0,80.0,,,116.0183800796,39.9204962614,0,0.0,潭柘秘境,
348,顺义千亩花海,0,0.0,,,116.6001473082,40.0341881034,0,0.0,顺义千亩花海,
349,元都·尚街,0,0.0,,,116.4165488267,39.9797443568,0,0.0,元都尚街,
350,北京青龙湖森林公园,0,100.0,,,116.0554011361,39.7878496884,0,0.0,北京青龙湖森林公园,
351,南池子美术馆,0,88.0,,,116.409785,39.919969,1,0.0,南池子美术馆,
352,东小口城市休闲公园Dongxiaokou Urban Leisure Park,0,96.0,,,116.3849404701,40.0536270792,6,0.0,东小口城市休闲公园,DongxiaokouUrbanLeisurePark
353,"宏达北路桐花大道Tonghua Avenue, Hongda North Road",0,0.0,,,116.516499,39.804024,0,0.0,宏达北路桐花大道,TonghuaAvenueHongdaNorthRoad
354,南海子公园Nanhaizi Park,0,94.0,,,116.4756103658,39.7794827235,8,0.0,南海子公园,NanhaiziPark
355,雁栖湖国际会议中心Yanqihu Guoji Huiyi Center,0,96.0,,,116.6739965175,40.405019691,2,0.0,雁栖湖国际会议中心,YanqihuGuojiHuiyiCenter
356,"东交民巷古建筑群Embassy Buildings in Legation Quarter, Beijing",0,98.0,,,116.4142098164,39.9087245268,2,0.0,东交民巷古建筑群,EmbassyBuildingsinLegationQuarterBeijing
357,北京万达亲子动物乐园Beijing Wanda Qinzi Dongwu Amusement Park,0,68.0,,,116.362344,39.86653,5,0.0,北京万达亲子动物乐园,BeijingWandaQinziDongwuAmusementPark
358,和平菓局Heping Guoju,0,92.0,,,116.416782,39.920345,29,0.0,和平菓局,HepingGuoju
359,北京明珠美食街MingZhu MeiShiJie,0,0.0,,,116.382632,39.916429,0,0.0,北京明珠美食街,MingZhuMeiShiJie
360,南如意门South Ruyi Gate,0,90.0,,,116.286946,39.986985,2,0.0,南如意门,SouthRuyiGate
361,全民畅读书店,0,0.0,是书吧也是小剧场,,116.190095,39.928694,0,0.0,全民畅读书店,
362,月亮湾公园Yueliangwan Park,0,88.0,,,116.40347,39.905071,4,0.0,月亮湾公园,YueliangwanPark
363,北京北站-站前广场Beijing Beizhan-Zhanqian Square,0,60.0,,,116.361,39.9474,0,0.0,北京北站站前广场,BeijingBeizhanZhanqianSquare
364,国家典籍博物馆Guojiadianji Museum,0,94.0,,,116.330581,39.948853,21,0.0,国家典籍博物馆,GuojiadianjiMuseum
365,凉水河公园Liangshuihe Park,0,94.0,,,116.5401634983,39.7700168329,10,0.0,凉水河公园,LiangshuihePark
366,白河滨水公园Baihe Binshui Park,0,0.0,,,116.6668164291,40.7028392766,0,0.0,白河滨水公园,BaiheBinshuiPark
367,石熊跳崖Stone Bear Jumping Off the Cliff,0,0.0,,,116.0078923771,40.5565071106,0,0.0,石熊跳崖,StoneBearJumpingOfftheCliff
368,"房山玉虚宫Yuxu Palace, Fangshan",0,0.0,,,115.837762,39.715304,0,0.0,房山玉虚宫,YuxuPalaceFangshan
369,奥林匹克塔Beijing Olympic Tower,3,90.0,,1193.0,116.40065,40.014691,109,0.0,奥林匹克塔,BeijingOlympicTower
370,昌平七孔桥花海Changping Seven-hole Bridge Flower Sea,2,90.0,,1269.0,116.247934,40.279405,24,0.0,昌平七孔桥花海,ChangpingSevenholeBridgeFlowerSea
371,鬼谷庐Guigu Cottage,0,0.0,,1717.0,116.7030946281,40.6258198,0,0.0,鬼谷庐,GuiguCottage
372,堂上民俗旅游村Tangshang Folk Tourism Village,0,0.0,,2007.0,115.591882,39.787536,0,0.0,堂上民俗旅游村,TangshangFolkTourismVillage
373,杨无敌祠Yang Wudi Temple,2,92.0,,12.0,117.280338,40.656621,15,0.0,杨无敌祠,YangWudiTemple
374,钱粮胡同Qianliang Hutong,0,92.0,,466.0,116.42218,39.934177,22,0.0,钱粮胡同,QianliangHutong
375,文华殿（陶瓷馆）Wenhuadian,1,88.0,,2347.0,116.400878,39.921525,43,0.0,文华殿陶瓷馆,Wenhuadian
376,东四胡同Dongsi Hutong,0,94.0,,652.0,116.426747,39.933506,66,0.0,东四胡同,DongsiHutong
377,灵溪风景区Lingxi Scenic Area,0,82.0,,27.0,115.9734472119,40.0358708911,6,0.0,灵溪风景区,LingxiScenicArea
378,菜市口Caishi Kou,5,88.0,,643.0,116.380852,39.895344,108,0.0,菜市口,CaishiKou
379,神笛陶艺村shen di tao yi cun,0,86.0,,20.0,116.710206,40.177656,9,0.0,神笛陶艺村,shenditaoyicun
380,生态温榆河Wenyu River,1,90.0,,2578.0,116.4726308657,40.13123703,26,0.0,生态温榆河,WenyuRiver
381,蓝天牧场风景区Lantianmuchang Sceneic Area,0,74.0,,32.0,116.6827340988,40.38742888,14,0.0,蓝天牧场风景区,LantianmuchangSceneicArea
382,玫瑰谷自然风景区Rose Valley,0,80.0,,2583.0,116.050328,40.071222,20,0.0,玫瑰谷自然风景区,RoseValley
383,方家胡同Fangjia Hutong,3,90.0,方家胡同更蜕变为艺术范十足的文创街区，其中尤以46号院为“个中翘楚”。,2588.0,116.419019591,39.9503517151,65,0.0,方家胡同,FangjiaHutong
384,通州运河公园Beijing Tongzhou Canal Park,1,92.0,,632.0,116.748887,39.8824,142,0.0,通州运河公园,BeijingTongzhouCanalPark
385,北京地下城Underground City in Beijing,0,76.0,,104.0,116.413904,39.903639,60,0.0,北京地下城,UndergroundCityinBeijing
386,清凉谷千尺珍珠瀑Pearl Waterfall of Qingliang Valley,0,74.0,,72.0,116.725866,40.622237,16,0.0,清凉谷千尺珍珠瀑,PearlWaterfallofQingliangValley
387,法海寺Fahai Temple,2,88.0,法海寺内拥有国内现存最完整、面积最大的明代壁画，堪与敦煌壁画媲美，是法海寺的镇寺之宝。,2599.0,116.165628,39.94703,125,0.0,法海寺,FahaiTemple
388,平谷玻璃栈道,1,100.0,天云山“勇者”玻璃栈道建设在天云山景区海拔1149米的山崖上，是全国最长的玻璃栈道，全长160米。,251.0,117.262714,40.319399,1,0.0,平谷玻璃栈道,
389,UCCA尤伦斯当代艺术中心Ullens Center for Contemporary Art,2,88.0,,2609.0,116.501458,39.99022,33,0.0,尤伦斯当代艺术中心,UCCAUllensCenterforContemporaryArt
390,北京交通大学Beijingjiaotong University,2,92.0,,2783.0,116.3476494287,39.9563369751,58,0.0,北京交通大学,BeijingjiaotongUniversity
391,西什库天主堂,0,100.0,,2897.0,116.3851142053,39.9308171135,1,0.0,西什库天主堂,
392,石景山区石刻文物园Tianyi Mu,1,88.0,,3024.0,116.1646646512,39.9411201477,20,0.0,石景山区石刻文物园,TianyiMu
393,南宫鹦鹉园Nangong Parrot Park,0,90.0,,180.0,116.161031,39.799956,22,0.0,南宫鹦鹉园,NangongParrotPark
394,751活的3D博物馆751 Live 3D Museum,0,84.0,,578.0,116.507681,39.99011,118,0.0,活的博物馆,DLiveDMuseum
395,龙潭西湖公园Longtan Lake,0,92.0,,3226.0,116.437777,39.886193,83,0.0,龙潭西湖公园,LongtanLake
396,妫河森林公园Guihe Forest Park,1,88.0,,47.0,115.911461563,40.4488413425,25,0.0,妫河森林公园,GuiheForestPark
397,九眼楼Jiuyanlou Mountain,4,80.0,,3298.0,116.525318,40.504274,21,0.0,九眼楼,JiuyanlouMountain
398,不老屯,2,100.0,游不老屯，探世外桃源美景。,3305.0,116.983692,40.573287,2,0.0,不老屯,
399,石峡关长城,2,80.0,石峡关长城又称残长城，是李自成当年取道兵力薄弱之地攻入，连夜打进北京城。明代史上它是与八达岭长城具有同等地位的军事要塞，均隶属于居庸关，是长城防御体系中的一部分，是塞外进入北京的要道。,3330.0,115.960683,40.310656,1,0.0,石峡关长城,
400,北京圣泉山旅游风景区Quan Mountain Scenic Area,1,92.0,,37.0,116.577581,40.370045,48,0.0,北京圣泉山旅游风景区,QuanMountainScenicArea
401,清江九龙潭Qingjiang Jiulong Pool,1,80.0,,3456.0,115.6591610011,39.6282251171,5,0.0,清江九龙潭,QingjiangJiulongPool
402,白水寺森林公园Baishuisi Forest Park,0,90.0,,34.0,115.957454,39.755668,7,0.0,白水寺森林公园,BaishuisiForestPark
403,夏都公园Xiadu Park,3,92.0,,3389.0,115.980856,40.459268,64,0.0,夏都公园,XiaduPark
404,定都阁,2,90.0,定都阁位于北京市门头沟区潭柘寺镇定都峰上，占地面积为550平方米，建筑面积约2400平方米，地上高度为33.9米，共有6层，外观看为3层，为古色古香的中式建筑造型。,3390.0,116.0623125094,39.9133819429,3,0.0,定都阁,
405,黄松峪国家矿山公园Huangsongyu National Mine Park,1,100.0,,3391.0,117.283356831,40.2842025909,1,0.0,黄松峪国家矿山公园,HuangsongyuNationalMinePark
406,大杨山国家森林公园,1,100.0,北京大杨山国家森林公园位于昌平区东北部延寿镇境内，属燕山山脉，总面积达2106.5公顷，景区森林覆盖率90%以上，属北温带季风气候，距安定门40公里，是距市区最近的旅游风景区之一。,3394.0,116.4294894272,40.3183618974,1,0.0,大杨山国家森林公园,
407,北京大戚收音机电影机博物馆,0,100.0,展示和宣传收音机和电影机文化。,3415.0,116.731332,39.967127,2,0.0,北京大戚收音机电影机博物馆,
408,赵家洼观景平台,0,0.0,,,116.0695852798,39.9266696001,0,0.0,赵家洼观景平台,
409,中央广播电视塔CCTV Tower,5,88.0,乘坐电梯登上塔顶观光台，俯瞰北京城市美景，夜晚时尤其美丽。,54.0,116.313595,39.925494,958,0.02,中央广播电视塔,CCTVTower
410,老舍纪念馆Former Residence of Lao She (Lao She Jinianguan),1,92.0,探访老舍先生曾住的四合院，感受“人民艺术家”的文化气息。,283.0,116.414815,39.924948,199,0.0,老舍纪念馆,FormerResidenceofLaoSheLaoSheJinianguan
411,宛平城Wanping Ancient City,3,90.0,,791.0,116.232689,39.857221,84,0.0,宛平城,WanpingAncientCity
412,白云观Baiyun Guan,3,92.0,参观道教全真派的祖庭，在观内摸石猴、打钱眼，敬香祈福。,65.0,116.350119,39.906539,210,0.0,白云观,BaiyunGuan
413,法源寺Fayuan Temple,2,94.0,游人罕至的佛门清净地，也是一座宗教类博物馆。,224.0,116.376434,39.890972,142,0.0,法源寺,FayuanTemple
414,万寿寺Wanshou Temple,3,86.0,,411.0,116.319831,39.954943,107,0.0,万寿寺,WanshouTemple
415,汉石桥湿地Hanshiqiao Wetland,1,88.0,,4.0,116.816552,40.13014,93,0.0,汉石桥湿地,HanshiqiaoWetland
416,中国钱币博物馆Money Museum Of China,1,90.0,,494.0,116.401379,39.908529,50,0.0,中国钱币博物馆,MoneyMuseumOfChina
417,北京市劳动人民文化宫Beijing Working People's Cultural Palace,3,92.0,,255.0,116.4061948854,39.9187355042,253,0.0,北京市劳动人民文化宫,BeijingWorkingPeoplesCulturalPalace
418,中央美术学院美术馆The Central Academy of Fine Arts,2,92.0,,803.0,116.471944,39.989839,92,0.0,中央美术学院美术馆,TheCentralAcademyofFineArts
419,阳台山自然风景区Mt. Yangtaishan Scenic Area,2,82.0,探访深山古刹，登顶欣赏京城最美日出。,805.0,116.105479,40.07526,103,0.0,阳台山自然风景区,MtYangtaishanScenicArea
420,禄米仓Lumi Warehouse Lane,1,92.0,,816.0,116.4371279778,39.9236810688,32,0.0,禄米仓,LumiWarehouseLane
421,金山,1,100.0,"金山，位于北京郊区平谷县金海湖以北12公里处，是平谷境内储金最富的地方，故此得名。
海拔917米的金山山顶老盖平坦开阔，每逢夏秋两季，漫山遍野开满黄花，灿烂明艳，山下储有黄金，果然风水宝地，人间美景，故有“老盖黄花”说。
金山十景是：碣…",820.0,117.27979,40.273712,1,0.0,金山,
422,瞳艺3D错觉艺术馆Tongyi 3D Cuojue Art Museum,0,86.0,,98.0,116.425811,39.904437,33,0.0,瞳艺错觉艺术馆,DTongyiDCuojueArtMuseum
423,宋庄画家村画廊Songzhuang Huajia Cun Gallery,2,84.0,,1.0,116.756639,39.95829,7,0.0,宋庄画家村画廊,SongzhuangHuajiaCunGallery
424,对外经济贸易大学University of International Business and Economics,1,96.0,,552.0,116.434341,39.986491,102,0.0,对外经济贸易大学,UniversityofInternationalBusinessandEconomics
425,卧佛寺Temple of the Sleeping Buddha (Wofosi),2,90.0,,507.0,116.213963,40.013733,112,0.0,卧佛寺,TempleoftheSleepingBuddhaWofosi
426,大戏楼,1,100.0,美食荟萃的演艺秀场大戏楼坐落于北京东五环路京城梨园公园内。 大戏楼将传统的北京戏楼文化重彰于世，北京京剧院梅兰芳京剧团的常年精彩演出更是让人赞叹中华国粹之美。 大戏楼由建国初期的四大名厨之一陈胜嫡传弟子——北京特级烹饪大师李悦忠领衔…,418.0,116.5433526099,39.9539047431,2,0.0,大戏楼,
427,八里桥音乐主题公园Beijing Baliqiao Music Theme Park （North Gate）,1,94.0,,249.0,116.623718,39.916128,17,0.0,八里桥音乐主题公园,BeijingBaliqiaoMusicThemeParkNorthGate
428,白龙潭皇家森林公园,1,60.0,白龙潭北靠长城，西临被誉为“华北第一内湖”的密云水库景区，自古以来就是著名的风景区，宋、元，明、清各代帝王将相、社会名流在这里留下了不少遗迹。,875.0,117.0706739972,40.5079489856,15,0.0,白龙潭皇家森林公园,
429,宣武艺园Beijing Xuanwu Yiyuan Garden,1,94.0,,876.0,116.365768,39.900955,142,0.0,宣武艺园,BeijingXuanwuYiyuanGarden
430,郭沫若纪念馆Memorial Hall of Guomoruo,1,86.0,文坛巨匠郭沫若先生的故居，文学爱好者可以前来怀念大师。,240.0,116.395821,39.941029,113,0.0,郭沫若纪念馆,MemorialHallofGuomoruo
431,密云文庙Miyun Confucian Temple,1,92.0,,1.0,116.8545560757,40.3825836182,11,0.0,密云文庙,MiyunConfucianTemple
432,云岫谷游猎,1,40.0,云岫谷游猎自然风景区位于密云县新城子乡遥桥峪村，距北京132公里，东邻雾灵山森林公园，西邻司台长城。景区距遥桥峪水库仅1里之遥，是二日游的中心地点。云岫谷最高海拔1700米，植被覆盖率在95%以上，年平均气温12度，是避暑消夏的好去处，云岫谷…,879.0,117.3885816075,40.6389749295,1,0.0,云岫谷游猎,
433,平谷飞龙谷风景区Pinggu Feilong Valley,2,100.0,,3.0,117.2626093873,40.2991911878,1,0.0,平谷飞龙谷风景区,PingguFeilongValley
434,神武门Gate of Divine Prowess,16,94.0,,99.0,116.403336,39.928683,226,0.0,神武门,GateofDivineProwess
435,祈年殿Hall of Prayer for Good Harvest,4,96.0,,322.0,116.419288,39.889922,207,0.0,祈年殿,HallofPrayerforGoodHarvest
436,青龙山旅游区Qinglong Mountain Tourist Area,1,94.0,,888.0,117.153713,40.085168,22,0.0,青龙山旅游区,QinglongMountainTouristArea
437,"明思宗殉国处Spot where Chongzhen, the last emperor of the Ming Dynasty, hanged himself",1,70.0,,904.0,116.405365,39.931066,3,0.0,明思宗殉国处,SpotwhereChongzhenthelastemperoroftheMingDynastyhangedhimself
438,银狐洞Silver Fox Cave,2,86.0,,6.0,115.909973,39.804287,47,0.0,银狐洞,SilverFoxCave
439,琉璃渠村Liuliqu Village,1,90.0,,5.0,116.093467,39.977202,7,0.0,琉璃渠村,LiuliquVillage
440,房山世界地质公园Fangshan Global Geopark,1,90.0,,939.0,115.9533609766,39.8015096204,29,0.0,房山世界地质公园,FangshanGlobalGeopark
441,白水寺,1,80.0,"白水寺位于房山区西北6公里歇山岗。又名兴隆寺，俗称大佛寺，始建年代不详。
白水寺由于年久失修，仅存无梁殿l座和3尊石雕佛像。大殿坐北朝南，重檐房殿顶，砖石结构。殿内有3尊花岗岩石雕站像，中为释迦牟尼，高5．8米，与卧佛寺大铜佛不相上下，…",941.0,115.9553313494,39.755618605,1,0.0,白水寺,
442,南馆公园Nanguan Park,1,92.0,,952.0,116.4340297787,39.9486293722,85,0.0,南馆公园,NanguanPark
443,四座楼,1,100.0,"四座楼风景旅游区位于平谷县熊儿寨乡境内，距平谷县城36公里，因山顶上有四座明代长城敌楼(现尚存两座)而得名。
四座楼风景区山林面积800公顷，现在开发旅游区245公顷，中心林区约70公顷。是一处以松林为主同时兼有古代文化的景点。
四座楼风景区最…",957.0,117.2267056788,40.3144543269,1,0.0,四座楼,
444,白羊沟,1,80.0,白羊沟自然风景区地处山前暖带，资源丰富，植被茂盛，环境优美，风景独特，整个景区遍布奇花异草、俊峰怪石，保持着众多的自然景观，有浓郁的野趣。,523.0,116.0167723682,40.2076014328,2,0.0,白羊沟,
445,黑山寺,2,0.0,"黑山寺风景区位于密云县翁红镇黑山寺村，坐落在密云水库白河主坝西南侧，距县城16公里。它是密云县新近推出的一处以自然和人文景致取胜的旅游风景区。
黑山寺有一个""媳妇洞""。唐代元和年间，宪宗李纯委托高僧选址建寺，并选和尚替他出家。高僧游遍…",984.0,116.7912353647,40.4924609797,0,0.0,黑山寺,
446,卧佛山Lying Foshan,2,78.0,,14.0,116.531436,40.420519,21,0.0,卧佛山,LyingFoshan
447,新洞人遗址Xindongren Ruins,1,96.0,,1021.0,115.9376565764,39.6959911651,4,0.0,新洞人遗址,XindongrenRuins
448,北京旅游集散中心,2,50.0,,1030.0,116.4105648714,39.9117380448,2,0.0,北京旅游集散中心,
449,"房山孔水洞Bore Tunnel, Fangshan",0,96.0,,1040.0,115.988462,39.798506,2,0.0,房山孔水洞,BoreTunnelFangshan
450,北京古岸农庄,1,0.0,北京古岸农庄有限公司地处于北京门头沟区妙峰山镇，距市中心仅30公里，是以“农庄文化、生态旅游”为主题的度假村。农庄占地约400亩，是休闲、旅游、娱乐、会议、度假的理想去处，也是国内外游人，团队训练、踏青、郊游、素质教育的理想选择，更是…,1048.0,116.0554705641,39.9819640536,0,0.0,北京古岸农庄,
451,北京国际雕塑公园Beijing International Sculpture Park,2,88.0,可以参观很多别出心裁的雕塑作品，拍照非常漂亮。,1055.0,116.2498,39.912168,314,0.0,北京国际雕塑公园,BeijingInternationalSculpturePark
452,中华文化园Chinese Culture Garden,9,82.0,,1061.0,116.300439,39.79059,24,0.0,中华文化园,ChineseCultureGarden
453,北京首云铁矿公园Beijing Shouyun Iron Park,0,80.0,,1062.0,117.0084950278,40.3682041929,4,0.0,北京首云铁矿公园,BeijingShouyunIronPark
454,八达岭古长城（残长城）Badaling Ancient Great Wal,1,92.0,崇山峻岭、深沟险壑，长城城关相连，感受原汁原味的长城遗迹。,14.0,115.979423,40.356556,246,0.0,八达岭古长城残长城,BadalingAncientGreatWal
455,琉璃河商周遗址Xizhouyandouyizhi Museum,1,80.0,,2.0,116.062664,39.623152,26,0.0,琉璃河商周遗址,XizhouyandouyizhiMuseum
456,昌平铁壁银山Changping Tiebi Yin Mountain,1,80.0,,1084.0,116.3440274122,40.3631283016,2,0.0,昌平铁壁银山,ChangpingTiebiYinMountain
457,万景仙沟Wanjingxiangou Canyon,1,94.0,,1085.0,115.60114,39.628092,5,0.0,万景仙沟,WanjingxiangouCanyon
458,上宅文化遗址,0,0.0,"上宅新石器时代文化遗址，位于平谷县韩庄乡上宅村北200米处山坡台地上，距今6000年，是继河南仰韶文化、甘肃马家窑文化、山东大汉口文化、河南龙山文化之后，又一处重要远古遗迹。
该遗址共分8层，上层为商周至唐辽文化，中层与红山文化接近，下层…",1126.0,117.3065496172,40.1985337467,0,0.0,上宅文化遗址,
459,房山长沟土城Fangshan Changgou Tu City,0,94.0,,1133.0,115.912535522,39.5794715881,0,0.0,房山长沟土城,FangshanChanggouTuCity
460,轩辕台Chinese Xuanyuan Platform,0,82.0,,1144.0,117.1766725621,40.2148323059,13,0.0,轩辕台,ChineseXuanyuanPlatform
461,西峰寺Xifeng Temple,1,90.0,,12.0,116.0688944855,39.8946730957,4,0.0,西峰寺,XifengTemple
462,明城墙遗址公园Site of Ming City Wall Park,4,92.0,登上明代古城墙，看旗杆石、古火炮等古迹。,1173.0,116.434388,39.907202,318,0.0,明城墙遗址公园,SiteofMingCityWallPark
463,上庄水库Shangzhuang Reservoir,1,84.0,,214.0,116.2110693374,40.1126888948,37,0.0,上庄水库,ShangzhuangReservoir
464,曹雪芹故居纪念馆,0,60.0,,,116.42694,39.899959,0,0.0,曹雪芹故居纪念馆,
465,藤萝谷,0,0.0,,,116.667318,40.450932,0,0.0,藤萝谷,
466,北齐岭观景台,0,0.0,,,115.9007870375,40.1517878254,0,0.0,北齐岭观景台,
467,黄松峪乡梨树沟村,0,0.0,,,117.2612861832,40.2915218909,0,0.0,黄松峪乡梨树沟村,
468,莲花池村,0,0.0,,,116.588504,40.448683,0,0.0,莲花池村,
469,大滩梨花小栈,0,0.0,,,115.781779,39.731489,1,0.0,大滩梨花小栈,
470,蝌蚪运动亲子乐园,0,0.0,,,116.561329,40.040827,0,0.0,蝌蚪运动亲子乐园,
471,千荷泻露桥,0,0.0,,,116.679132,39.921476,0,0.0,千荷泻露桥,
472,模式口大街,0,86.0,,,116.1711370214,39.9417443683,0,0.0,模式口大街,
473,冬奥森林公园,0,100.0,,,115.8434149595,40.4835580969,0,0.0,冬奥森林公园,
474,首都图书馆(大兴机场分馆),0,0.0,,,116.4271083895,39.5491189716,0,0.0,首都图书馆大兴机场分馆,
475,什刹海冰场,0,94.0,,,116.398758458,39.9402296338,0,0.0,什刹海冰场,
476,北京市昌平区温度水城,0,0.0,,,116.3793831412,40.1109427847,0,0.0,北京市昌平区温度水城,
477,黄柏寺禅院,0,0.0,,,115.9958328819,40.5372154849,0,0.0,黄柏寺禅院,
478,朝阳区公共安全馆,0,0.0,,,116.417456,39.982351,0,0.0,朝阳区公共安全馆,
479,雾灵山森林公园-千叠溪风景区,0,0.0,,,117.4357392692,40.6430211857,2,0.0,雾灵山森林公园千叠溪风景区,
480,奥体公园,0,0.0,,,116.3834195649,40.0329133236,0,0.0,奥体公园,
