,景点名称,攻略数量,评分,景区介绍,景点排名,经度,纬度,评论数量,旅游率,中文名,英文名
331,滴水湖壹号码头Dishuihu No.1 Pier,0,86.0,,1029.0,121.93794801,30.9119596999,12,0.0,滴水湖壹号码头,DishuihuNoPier
332,四海汝窑艺术馆Sihairuyao Art Museum,0,100.0,,1103.0,121.696504,30.869093,1,0.0,四海汝窑艺术馆,SihairuyaoArtMuseum
333,鸢尾园Iris Garden,0,92.0,,1129.0,121.192755,31.077749,4,0.0,鸢尾园,IrisGarden
334,海.渔文化馆Sea · Fishing Culture Museum,0,86.0,,1192.0,121.377944145,30.7412491372,2,0.0,海渔文化馆,SeaFishingCultureMuseum
335,大邱泾Daqiujing,0,98.0,,1345.0,121.23421,31.051878,10,0.0,大邱泾,Daqiujing
336,章士钊旧居Former Residence of Zhang Shizhao,0,94.0,,1376.0,121.466793,31.230421,6,0.0,章士钊旧居,FormerResidenceofZhangShizhao
337,江湾古镇Jiangwan Ancient Town,0,82.0,,1536.0,121.479832,31.310833,44,0.0,江湾古镇,JiangwanAncientTown
338,荷兰风情小镇Dutch Town,1,88.0,,1724.0,121.585285615,31.3440100003,42,0.0,荷兰风情小镇,DutchTown
339,闵行滨江湿地公园Minxingbinjiang Wetland Park,0,84.0,,1738.0,121.473817,31.020371,13,0.0,闵行滨江湿地公园,MinxingbinjiangWetlandPark
340,G+玻璃主题园G+ Glass Theme Park,0,98.0,,241.0,121.4791646732,31.3496990204,13,0.0,玻璃主题园,GGGlassThemePark
341,上海隧道科技馆Shanghai Tunnel Science and Technology Museum,0,88.0,,1941.0,121.506146,31.22704,83,0.0,上海隧道科技馆,ShanghaiTunnelScienceandTechnologyMuseum
342,青浦任屯血防陈列馆ShangHaiShi QingPu RenTun XueFang ChenLieGuan,0,80.0,,1999.0,120.9796916051,31.0519887917,2,0.0,青浦任屯血防陈列馆,ShangHaiShiQingPuRenTunXueFangChenLieGuan
343,黄渡公园Huangdu Park,0,86.0,,2041.0,121.222911,31.274678,51,0.0,黄渡公园,HuangduPark
344,隆昌公寓Longchang Apartment,1,84.0,,473.0,121.552735,31.277779,51,0.0,隆昌公寓,LongchangApartment
345,浦东新区陆家嘴图书馆Pudongdiyi Library,0,94.0,,2118.0,121.525469,31.247749,2846,0.0,浦东新区陆家嘴图书馆,PudongdiyiLibrary
346,西林禅寺Xilinchan Temple,0,90.0,,40.0,121.230679,31.013226,51,0.0,西林禅寺,XilinchanTemple
347,高桥古镇Gaoqiao Ancient Town,1,84.0,,2136.0,121.58662,31.345033,117,0.0,高桥古镇,GaoqiaoAncientTown
348,东岳庙YueMiao ShangYeJie,0,86.0,,42.0,121.2398755973,31.0139584781,32,0.0,东岳庙,YueMiaoShangYeJie
349,山阴路Shanyin Road,3,90.0,,102.0,121.491612,31.274034,81,0.0,山阴路,ShanyinRoad
350,下沙老街Xiasha Old Street,0,80.0,,315.0,121.5941909559,31.0567626953,29,0.0,下沙老街,XiashaOldStreet
351,蟠龙古镇Panlong Ancient Town,0,84.0,,2157.0,121.281756,31.194511,51,0.0,蟠龙古镇,PanlongAncientTown
352,进贤路Jinxian Road,2,88.0,,2174.0,121.4653116587,31.227596283,26,0.0,进贤路,JinxianRoad
353,永康路Yongkang Road,1,92.0,,2176.0,121.462711,31.216452,46,0.0,永康路,YongkangRoad
354,泗泾古镇Sijing Ancient Town,1,82.0,,44.0,121.281511,31.116793,91,0.0,泗泾古镇,SijingAncientTown
355,闻道园Wendao Park,0,84.0,,2187.0,121.359567,31.44298,96,0.0,闻道园,WendaoPark
356,外滩3号The Bund No.3,1,92.0,,2188.0,121.497388,31.239806,163,0.0,外滩号,TheBundNo
357,宋子文私宅Song Ziwen Villa,1,94.0,,283.0,121.4559871118,31.2147227585,37,0.0,宋子文私宅,SongZiwenVilla
358,南翔檀园Nanxiang Tan Garden,1,92.0,,2210.0,121.314677266,31.297586441,256,0.0,南翔檀园,NanxiangTanGarden
359,蓬莱公园Penglai Park,0,88.0,,2217.0,121.4981139505,31.2119693756,251,0.0,蓬莱公园,PenglaiPark
360,上海当代艺术馆Shanghai Museum of Contemporary Art,1,90.0,文艺青年喜爱的小众艺术馆，展出当代潮流艺术作品。,232.0,121.479416,31.23735,194,0.0,上海当代艺术馆,ShanghaiMuseumofContemporaryArt
361,东华大学Donghua University(Yanan Road Campus),1,90.0,,2232.0,121.4210549335,31.2095241547,235,0.0,东华大学,DonghuaUniversityYananRoadCampus
362,川沙古城墙Chuansha Ancient City Wall Park,1,84.0,,2246.0,121.713411,31.200676,116,0.0,川沙古城墙,ChuanshaAncientCityWallPark
363,朱家角古弄,0,0.0,古弄的神奇，神妙，不到古镇亲临其镜，是谁也体会不到的。,28.0,121.063209,31.11665,0,0.0,朱家角古弄,
364,艾伦岛,0,0.0,,54.0,121.208857,31.038025,0,0.0,艾伦岛,
365,大卫德堡,0,0.0,,55.0,121.208883,31.038543,0,0.0,大卫德堡,
366,手划船码头,0,0.0,,56.0,121.207763,31.04041,0,0.0,手划船码头,
367,东平路Dongping Road,2,94.0,,2394.0,121.456259,31.21492,32,0.0,东平路,DongpingRoad
368,西岸艺术中心West Bund Artistic Center,3,88.0,,167.0,121.4692664533,31.1737088543,59,0.0,西岸艺术中心,WestBundArtisticCenter
369,乍浦路桥Zhapulu Bridge,1,92.0,,2410.0,121.4941470748,31.2494979191,22,0.0,乍浦路桥,ZhapuluBridge
370,上海观复博物馆Shanghai Guanfu Museum,3,94.0,,145.0,121.512317,31.239248,223,0.0,上海观复博物馆,ShanghaiGuanfuMuseum
371,衡山坊Hengshan Lane,1,94.0,,325.0,121.446377,31.202579,81,0.0,衡山坊,HengshanLane
372,银杏公园Yinxing Park,0,94.0,,2443.0,121.417654,31.016918,14,0.0,银杏公园,YinxingPark
373,儿童动物园Children Zoo,0,92.0,,427.0,121.369499,31.199674,16,0.0,儿童动物园,ChildrenZoo
374,苏州河景观步廊Suzhou River Landscape Galley,1,92.0,,2515.0,121.399449,31.223618,79,0.0,苏州河景观步廊,SuzhouRiverLandscapeGalley
375,宝山寺Baoshan Temple,0,88.0,,2615.0,121.350799,31.42497,64,0.0,宝山寺,BaoshanTemple
376,四平科技公园Siping Science and Technology Park,0,88.0,,2625.0,121.512754,31.29311,75,0.0,四平科技公园,SipingScienceandTechnologyPark
377,星愿公园Xingyuan Park,7,94.0,,3.0,121.66966,31.14241,160,0.0,星愿公园,XingyuanPark
378,上海世博园Shanghai Expo Park,10,90.0,参观后世博时代的世博园区，中华艺术宫看动态“清明上河图”，梅赛德斯奔驰文化中心看大型演唱会。,25.0,121.492949,31.193041,806,0.0,上海世博园,ShanghaiExpoPark
379,上海戏剧学院,1,90.0,中国表演艺术摇篮之地。,54.0,121.437258,31.217903,9,0.0,上海戏剧学院,
380,苏州河Suzhou Creek,7,92.0,承载着老上海人诸多回忆的河流，可以夜游苏州河欣赏两岸诸多标志性景点。,132.0,121.493465,31.249829,474,0.0,苏州河,SuzhouCreek
381,北京东路Beijing East Road,30,88.0,,21.0,121.489885,31.246405,88,0.0,北京东路,BeijingEastRoad
382,3D幻视艺术馆3D Huanshi Art Museum,0,94.0,,2265.0,121.0639885476,31.1145935059,5,0.0,幻视艺术馆,DDHuanshiArtMuseum
383,九曲桥Jiuqu Bridge,3,92.0,,177.0,121.498444,31.232402,580,0.0,九曲桥,JiuquBridge
384,中国农民画村Chinese Folk Art Village,0,78.0,,2741.0,121.021866,30.927123,93,0.0,中国农民画村,ChineseFolkArtVillage
385,胜强影视基地Shengqiangyingshi Base,1,86.0,,9.0,121.222795,30.997654,12,0.0,胜强影视基地,ShengqiangyingshiBase
386,练塘古镇Liantang Ancient Town,2,88.0,,2744.0,121.051569,31.013573,46,0.0,练塘古镇,LiantangAncientTown
387,澹园,3,60.0,澹园是崇明唯一仿古园林佳景，既有传统的花居形式，又有古色古香的苏州园林佳景，有宝岛明珠微型公园之称。园外封闭围墙，飞檐群瓦，朱汀金猷铜环。东西两侧的丰乐楼，重檐八角，一派古风。园内星湖碧水荡漾，宁静堂、卧波榭、清穆轩、映月桥、憩甘…,2752.0,121.4090929343,31.6323763117,1,0.0,澹园,
388,外滩观光隧道Bund Sightseeing Tunnel,15,78.0,我国第一条越江行人隧道，坐观光车厢“穿越地球”。,11.0,121.497875,31.245464,1777,0.05,外滩观光隧道,BundSightseeingTunnel
389,陆家嘴中心绿地Lujiazui Central Greenland,4,94.0,,373.0,121.5125350266,31.2435188293,3956,0.03,陆家嘴中心绿地,LujiazuiCentralGreenland
390,上海世纪大道Century Avenue,19,92.0,,135.0,121.5294112518,31.2365398407,596,0.01,上海世纪大道,CenturyAvenue
391,人民公园Shanghai People's Park,10,90.0,,164.0,121.479656,31.238252,665,0.01,人民公园,ShanghaiPeoplesPark
392,鲁迅故居Former Residence of Lu Xun in Shanghai,4,88.0,鲁迅先生生前最后的居所，陈列着许多先生用过的生活用品与写作用具。,128.0,121.491223,31.27179,231,0.01,鲁迅故居,FormerResidenceofLuXuninShanghai
393,福州路文化街Shanghai Fuzhou Road Cultural Street,1,90.0,,110.0,121.4890665263,31.2396125793,283,0.01,福州路文化街,ShanghaiFuzhouRoadCulturalStreet
394,大韩民国临时政府旧址Shanghai Former Provisional Government Site of the Republic of Korea,1,92.0,,556.0,121.481214,31.223223,32,0.01,大韩民国临时政府旧址,ShanghaiFormerProvisionalGovernmentSiteoftheRepublicofKorea
395,上海城市规划展示馆Shanghai Urban Planning Exhibition Hall,1,92.0,观市区全景模型，赏360度环幕动画，让你迅速了解上海的建设历程与未来规划。,210.0,121.482137,31.237364,444,0.0,上海城市规划展示馆,ShanghaiUrbanPlanningExhibitionHall
396,顾村公园Gucun Park,7,92.0,花木茂盛的公园，每到春天樱花季赏樱游人络绎不绝。,134.0,121.374831,31.344263,1699,0.0,顾村公园,GucunPark
397,放生桥Fangsheng Bridge,5,88.0,朱家角古镇的标志性景观，站在桥上可将水乡全貌尽收眼底，是摄影好去处。,6.0,121.062459,31.117792,248,0.0,放生桥,FangshengBridge
398,杨浦大桥Yangpu Bridge,1,94.0,,557.0,121.5522003738,31.261331496,66,0.0,杨浦大桥,YangpuBridge
399,上海新国际博览中心Shanghai New International Expo Centre,3,88.0,,118.0,121.574486,31.216684,306,0.0,上海新国际博览中心,ShanghaiNewInternationalExpoCentre
400,外滩气象信号台,2,82.0,气象信号台是外滩标志性建筑之一，列入全国重点保护的建筑物。1884年，法国天主教会创建的徐家汇天文台，在“洋泾浜”外滩（今延安东路外滩）设立气象信号台，信号台是直竖地上的一根长木杆，根据天文台传来的气象信息。1907年，重建圆柱形的气象信…,559.0,121.4953631453,31.2462578744,7,0.0,外滩气象信号台,
401,陈毅广场Chenyi Square,1,92.0,瞻仰上海第一任市长陈毅塑像，是上海市民热爱的城市广场。,561.0,121.497007,31.244737,346,0.0,陈毅广场,ChenyiSquare
402,巴金寓所,1,94.0,"著名作家巴金在这幢房子三楼，从1937年起生活了18年，在这里完成了他的代表作《激流》三部曲的后二部《春》、《秋》和名著《寒夜》的写作 。解放后 , 又写出了《我们会见了彭德怀司令员》一文，编写了《英雄的故事》 小说集等。",384.0,121.4663165851,31.2231835472,10,0.0,巴金寓所,
403,上海图书馆徐家汇藏书楼Shanghai Xujiahui Library,1,90.0,,564.0,121.444168,31.198475,100,0.0,上海图书馆徐家汇藏书楼,ShanghaiXujiahuiLibrary
404,日清大楼Shanghai Riqing Building,1,92.0,,566.0,121.4971696033,31.2401371002,145,0.0,日清大楼,ShanghaiRiqingBuilding
405,普济桥Shanghai Puji Bridge,1,82.0,,567.0,120.9282699834,31.0412964406,37,0.0,普济桥,ShanghaiPujiBridge
406,迎祥桥Yingxiang Bridge,1,90.0,,374.0,120.9266950146,31.0371784722,4,0.0,迎祥桥,YingxiangBridge
407,多伦现代美术馆,1,100.0,,234.0,121.488541063,31.2697849021,1,0.0,多伦现代美术馆,
408,胡适故居Hushi Former Residence,3,88.0,,568.0,121.447788,31.232842,75,0.0,胡适故居,HushiFormerResidence
409,基督教国际礼拜堂International Cathedral,1,90.0,在礼拜日时可入内参观，聆听唱诗班的天籁之音。,299.0,121.4544500021,31.2125738989,123,0.0,基督教国际礼拜堂,InternationalCathedral
410,上海犹太难民纪念馆Shanghai Jewish Refugees Museum,2,92.0,国内唯一反映二战时期犹太难民生活的历史遗迹。,95.0,121.515776,31.259707,347,0.0,上海犹太难民纪念馆,ShanghaiJewishRefugeesMuseum
411,上海基督教沐恩堂Mu'en Church,1,90.0,红色哥特式建筑十分显眼，是上海著名基督教堂。,378.0,121.482437,31.239196,174,0.0,上海基督教沐恩堂,MuenChurch
412,圣三一堂Shanghai Shengsanyi Church,1,92.0,,571.0,121.492776,31.242438,159,0.0,圣三一堂,ShanghaiShengsanyiChurch
413,黄浦公园Huangpu Park,1,90.0,,572.0,121.497587,31.247448,286,0.0,黄浦公园,HuangpuPark
414,上海文庙Confucian Temple of Shanghai,1,88.0,漫步在上海市区唯一的孔庙，感受儒家气息。周日旧书市场能让你淘到爱书。,573.0,121.494489,31.223736,293,0.0,上海文庙,ConfucianTempleofShanghai
415,上海世博展览馆Shanghai World Expo Exhibition and Convention Center,4,90.0,,180.0,121.496501,31.188398,71,0.0,上海世博展览馆,ShanghaiWorldExpoExhibitionandConventionCenter
416,卢浦大桥Lupu Bridge,1,90.0,,575.0,121.487986,31.193908,213,0.0,卢浦大桥,LupuBridge
417,秋霞圃Qiuxia Garden,3,90.0,由三座明代私家园林和邑庙合并而成的经典园林，是上海难得的赏枫胜地。,380.0,121.259405,31.392447,247,0.0,秋霞圃,QiuxiaGarden
418,上海国际时尚中心,2,94.0,,278.0,121.563656178,31.2778581028,8,0.0,上海国际时尚中心,
419,雁荡路步行休闲街,1,88.0,雁荡路步行休闲街人称“淮海路后花园”，位于上海市卢湾区北部，北起淮海中路，向南经兴安路、南昌路，与复兴公园大道连通，雁荡路北段路面铺设彩色路面砖，两侧现植棕榈树；南段现位于复兴公园内，单侧植梧桐树。是条24小时全天候的步行街。是淮海…,577.0,121.4762702383,31.2253658999,4,0.0,雁荡路步行休闲街,
420,北大街North Street,1,86.0,,579.0,121.062325,31.117235,96,0.0,北大街,NorthStreet
421,玉佛禅寺Shanghai Jade Buddha Temple,3,92.0,欣赏慧根法师从缅甸请回的两尊玉佛，烧香祈福十分灵验。,82.0,121.451529,31.247785,279,0.0,玉佛禅寺,ShanghaiJadeBuddhaTemple
422,鲁迅墓Tomb of Lu Xun,1,92.0,,581.0,121.489056,31.27768,54,0.0,鲁迅墓,TombofLuXun
423,张学良寓所,1,100.0,张学良将军在1934年、1935年期间，与赵四小姐曾在此居住。1935年在此秘密会晤东北义勇军将领李杜，委托其与中共联系联合抗日。张学良将军在1934年、1935年期间，与赵四小姐曾在此居住。1935年在此秘密会晤东北义勇军将领李杜，委托其与中共联系联合…,376.0,121.4708394354,31.2222254685,0,0.0,张学良寓所,
424,绍兴路Shaoxing Road,1,92.0,上海最具书香气息的马路，遍布众多知名杂志社和安静神秘的画廊。,187.0,121.470586,31.215514,93,0.0,绍兴路,ShaoxingRoad
425,上海城市历史发展陈列馆Shanghai History Museum (Pudong),8,92.0,穿越700年寻觅老上海历史风情,90.0,121.506458,31.245391,933,0.0,上海城市历史发展陈列馆,ShanghaiHistoryMuseumPudong
426,怀恩堂Huai'en Christian Church Shanghai,1,88.0,,582.0,121.4596252799,31.2355060577,16,0.0,怀恩堂,HuaienChristianChurchShanghai
427,沉香阁Chenxiang Pavilion,3,94.0,上海最大的、最有特色的比丘尼寺院。,583.0,121.4973907044,31.2306979104,237,0.0,沉香阁,ChenxiangPavilion
428,公元2050/2500未来生活体验馆Red Star Macalline 2050 Future Cosmos,0,90.0,,143.0,121.391403,31.243667,32,0.0,公元未来生活体验馆,RedStarMacallineFutureCosmos
429,上海蔡元培故居Former Residence of Cai Yuanpei,1,90.0,安静的英式花园洋房，完整保留了蔡元培先生生前居住的陈设。,182.0,121.454125,31.225207,193,0.0,上海蔡元培故居,FormerResidenceofCaiYuanpei
430,上海外国语大学Shanghai International Studies University(Shongjiang Campus),2,94.0,,395.0,121.2313169632,31.0527267456,78,0.0,上海外国语大学,ShanghaiInternationalStudiesUniversityShongjiangCampus
431,月星环球港演艺空间Global Harbor,3,92.0,,55.0,121.4184586133,31.238861084,90,0.0,月星环球港演艺空间,GlobalHarbor
432,上海徐浦大桥Shanghai Xupu Bridge,1,90.0,,593.0,121.4658348434,31.1305261289,14,0.0,上海徐浦大桥,ShanghaiXupuBridge
433,上海滨海森林公园Shanghai Binhai Forest Park,0,82.0,,594.0,121.917909,30.969464,136,0.0,上海滨海森林公园,ShanghaiBinhaiForestPark
434,鹤鸣楼Heming Tower,1,82.0,,245.0,121.707411,31.197442,111,0.0,鹤鸣楼,HemingTower
435,四明公所遗址Siminggongsuo Ruins,1,98.0,,595.0,121.489242,31.231192,11,0.0,四明公所遗址,SiminggongsuoRuins
436,法华塔Fahuata,2,88.0,,596.0,121.257698,31.389335,155,0.0,法华塔,Fahuata
437,巨鹿路Julu Road,5,92.0,汇集诸多潮流时尚店铺，陈冠希也将自己的潮牌Juice开在这里，是大陆首家。,109.0,121.456432,31.225679,98,0.0,巨鹿路,JuluRoad
438,古北新区,2,100.0,"上海市外籍人士高档居住区,东起姚虹路，西至虹许路，南临古羊路，北连虹桥路，紧靠虹桥开发区，於1984年经上海市政府批准开发，如今已发展成一个开发建设成为大型综合型居住区。
古北新区占地136.6公顷，总建筑面积300万平方米，分三个区、24个街坊…",597.0,121.399080393,31.2005462421,0,0.0,古北新区,
439,华夏文化旅游区,1,0.0,位于浦东新区东南部，规划面积7.5平方公里，分东西两部分。西部位于川沙镇西，面积2.3平方公里，主要作为文化、居住、娱乐、商业开发区域。位于区域内的华夏文化公园已竣工开放，园内有吴昌硕纪念馆、浦东名人馆、华夏英语角等文化项目。东部为海滨…,598.0,121.6854017072,31.2049255146,1,0.0,华夏文化旅游区,
440,刘海粟旧居Shanghai Liu Haisu Former Residence,1,86.0,,609.0,121.4779773684,31.2217429038,28,0.0,刘海粟旧居,ShanghaiLiuHaisuFormerResidence
441,罗店古镇Luodian Ancient Town,1,76.0,,610.0,121.346929,31.417176,53,0.0,罗店古镇,LuodianAncientTown
442,松江西林塔Songjiang Xilin Tower,1,94.0,,14.0,121.4732124317,31.2302822157,10,0.0,松江西林塔,SongjiangXilinTower
443,上海东海影视乐园Shanghai Donghai Film Park,8,74.0,,103.0,121.9138297738,30.9579219818,6,0.0,上海东海影视乐园,ShanghaiDonghaiFilmPark
444,孙桥现代农业开发区,2,86.0,上海孙桥现代农业开发区建于1994年9月6日，是继浦东新区陆家嘴贸易区、外高桥保税区、金桥出口加工区、张江高科技园区后成立的第五个功能开发区，是国内第一个现代农业开发区，也是12个市级现代农业园区的领头羊。开发区的建立旨在加速浦东一流农业…,612.0,121.6368660536,31.1763972716,4,0.0,孙桥现代农业开发区,
445,江湾体育乐园,1,100.0,"位于上海市淞沪路245号，是一个设施齐全，新颖别致的大型娱乐场所。
整座乐园与江湾体育场溶为一体，面积25.4公顷。园内有游乐项目20多种。其中有目前国内规模最大的“造波环流游泳池”，每场可容纳4000人。有从日本引进的大型三环滑车和沪港合营的…",149.0,121.5183803066,31.3116832311,3,0.0,江湾体育乐园,
446,三山会馆San Mountain Association,1,88.0,,613.0,121.50218,31.21097,85,0.0,三山会馆,SanMountainAssociation
447,唐代陀罗尼经幢,1,80.0,松江唐代陀罗尼经幢建于唐大中十三年（公元859年），是国内现存最古的石经幢。经幢现存21级，高9.3米，幢身八角形，刻有《佛顶尊胜陀罗尼经》全文，并有题记。其余各级如托座、东腰、华盖等部分，均有精致的雕刻，内容为泳龙、卷云、蹲狮宝相莲花、…,615.0,121.2474157828,31.0134315007,1,0.0,唐代陀罗尼经幢,
448,南汇桃花村Nanhui Peach Blossom Village,1,86.0,,616.0,121.7587,31.066637,154,0.0,南汇桃花村,NanhuiPeachBlossomVillage
449,龙华烈士陵园Longhua Revolutionary Martyrs' Cemetary,2,90.0,,381.0,121.455712,31.181942,146,0.0,龙华烈士陵园,LonghuaRevolutionaryMartyrsCemetary
450,上海龙华塔Shanghai Longhua Tower,1,88.0,,617.0,121.4580142427,31.1800942064,115,0.0,上海龙华塔,ShanghaiLonghuaTower
451,李白烈士故居Li Bai Martyr's Former Residence,3,90.0,,341.0,121.487999,31.273669,54,0.0,李白烈士故居,LiBaiMartyrsFormerResidence
452,新华路Xinhua Road,3,94.0,长宁区的“万国弄堂”，在梧桐树下漫步上海优秀历史建筑。,618.0,121.430411,31.210265,88,0.0,新华路,XinhuaRoad
453,太敬机器人科技文化体验馆Taijing Robotics Technology and Culture Experience Center,0,88.0,,89.0,121.38302,31.283953,44,0.0,太敬机器人科技文化体验馆,TaijingRoboticsTechnologyandCultureExperienceCenter
454,世博中心,2,80.0,,388.0,121.476079496,31.1816028719,6,0.0,世博中心,
455,上海中医药大学Shanghai University of Traditional Chinese Medicine,1,100.0,创立于1956年的上海中医药大学，是新中国诞生后国家首批建立的四所中医药高等院校之一，也是上海市属高校中唯一的一所医科类重点特色院校。,394.0,121.603337,31.200275,2,0.0,上海中医药大学,ShanghaiUniversityofTraditionalChineseMedicine
456,松江明刻照壁Songjiang Ming Carved Wall,1,94.0,,620.0,121.2526742274,31.011384577,1,0.0,松江明刻照壁,SongjiangMingCarvedWall
457,中央公园,1,0.0,位于浦东花木分区，规划轴线大道的终端。被列为市重点工程。浦东中央公园规划用地规模140.3公顷。公园采纳英国LUC公司的总体规划方案。由上海市浦东土地发展（控股）公司与同济大学、园林、市政、水利、等设计单位组成的联合设计组进行施工设计。公…,242.0,121.4896013952,31.2433402112,0,0.0,中央公园,
458,黄母祠Huangmu Ancestral Temple,1,86.0,,621.0,121.455309,31.156855,21,0.0,黄母祠,HuangmuAncestralTemple
459,清真女寺Qingzhennv Temple,1,90.0,,622.0,121.496065,31.226981,23,0.0,清真女寺,QingzhennvTemple
460,上海中共二大和平民女校旧址Site of the Second National Congress of Communist Party of China,2,90.0,,623.0,121.473176,31.230304,27,0.0,上海中共二大和平民女校旧址,SiteoftheSecondNationalCongressofCommunistPartyofChina
461,嘉定千年银杏Jiading Millenary Ancient Ginkgo Tree,2,96.0,,625.0,121.252043,31.321569,24,0.0,嘉定千年银杏,JiadingMillenaryAncientGinkgoTree
462,上海旗忠森林网球中心Shanghai Qizhong Forest Sports City Tennis Center,1,100.0,旗忠森林体育城位于上海市西南的马桥镇，用地面积约为508亩，前往观众将有幸在现代化的赛场中欣赏世界顶尖选手的优美泳姿和精湛技术，体验激动人心的现场气氛。,626.0,121.3729118607,31.0499961423,4,0.0,上海旗忠森林网球中心,ShanghaiQizhongForestSportsCityTennisCenter
463,汤姆熊欢乐世界(新世界店),1,80.0,,248.0,121.480066007,31.2406378575,2,0.0,汤姆熊欢乐世界新世界店,
464,乾隆古道Qianlong Ancient Path,2,90.0,,627.0,121.207911,31.099817,14,0.0,乾隆古道,QianlongAncientPath
465,洗心泉,1,0.0,"该泉位于东佘山西坡下，相传由北宋太平天国三年聪道人所凿。此泉相传由北宋兴国三年聪通人所凿，泉农出于佛教“无我”之说，据说，进入佛门必须达到“无我”境界，而要达此境界，必先行。洗心，方可抛弃世间一切俗念而使六根清静，喝了""洗心泉""，便…",629.0,120.4974280396,31.299339318,0,0.0,洗心泉,
466,上海七宝周氏微雕馆QiBao ZhouShi WeiDiao Guan,1,86.0,,630.0,121.361232127,31.1571251833,18,0.0,上海七宝周氏微雕馆,QiBaoZhouShiWeiDiaoGuan
467,上海董家渡天主堂Dongjiadu Catholic Church,1,86.0,,631.0,121.511115,31.220315,32,0.0,上海董家渡天主堂,DongjiaduCatholicChurch
468,上海嘉定叶池Shanghai Jiading Yechi Pond,1,86.0,,632.0,121.2461363515,31.3783912659,11,0.0,上海嘉定叶池,ShanghaiJiadingYechiPond
469,戚家墩古文化遗址Qijiadun Ancient Cultural Sites,0,78.0,,633.0,121.3626984662,30.7244567871,50,0.0,戚家墩古文化遗址,QijiadunAncientCulturalSites
470,宋教仁墓Song Jiaoren Tomb,1,88.0,,634.0,121.464435,31.275711,44,0.0,宋教仁墓,SongJiaorenTomb
471,张闻天故居Former Residence of Zhang Wentian in Shanghai,1,88.0,,243.0,121.769333,31.137576,41,0.0,张闻天故居,FormerResidenceofZhangWentianinShanghai
472,秀道者古塔Xiudaozhe Guta,3,82.0,,11.0,121.2027693219,31.1016983547,26,0.0,秀道者古塔,XiudaozheGuta
473,中国左翼作家联盟成立大会会址纪念馆Site of the Inaugural Meeting of the Chinese League of Left-Wing Writers,4,86.0,,635.0,121.487562,31.269353,29,0.0,中国左翼作家联盟成立大会会址纪念馆,SiteoftheInauguralMeetingoftheChineseLeagueofLeftWingWriters
474,中国社会主义青年团中央机关旧址纪念馆Communist Youth League Central Authority Site Memorial Hall,1,80.0,,637.0,121.474835,31.226445,30,0.0,中国社会主义青年团中央机关旧址纪念馆,CommunistYouthLeagueCentralAuthoritySiteMemorialHall
475,汇龙潭,1,80.0,汇龙潭于明代万历十六年（1588）所建，自北向南有五条河流汇集而成，应奎山坐落潭中，绿水怀抱，宛如一颗明珠，自古有五龙抢珠之称，汇龙潭因此而得名。,638.0,121.2598063773,31.3887066441,2,0.0,汇龙潭,
476,上海意大利中心Shanghai Italy Center,1,90.0,,639.0,121.482349,31.189736,146,0.0,上海意大利中心,ShanghaiItalyCenter
477,上海文化广场Shangqi·shanghai Culture Square,1,92.0,,318.0,121.4687641757,31.218038559,143,0.0,上海文化广场,ShangqishanghaiCultureSquare
478,沈尹默故居Shenyinmo Former Residence (South Gate),1,82.0,,641.0,121.493991,31.264282,20,0.0,沈尹默故居,ShenyinmoFormerResidenceSouthGate
479,永新坊(天钥桥路店)Yongxin Square,1,86.0,,319.0,121.4487543858,31.1984534106,41,0.0,永新坊天钥桥路店,YongxinSquare
480,黄道婆墓与祠,1,0.0,黄道婆又名黄婆、黄四娘、巧姑。生于宋末元初，乌泥泾镇人。早年家境贫困，她十二三岁时，为生活所迫做了童养媳，后又流落在凉州（海南岛）。黄道婆在那里度过了几十个春秋，从黎族民间学会了植棉纺织的技能，晚年返回故乡后她积极从事棉织工业的生…,644.0,121.4546581013,31.131587516,0,0.0,黄道婆墓与祠,
481,虎树亭,1,0.0,西佘山东麓、秀道者塔旁有一凉亭，名曰虎树亭。据《松江府志》载：宋代有名叫聪道人的苦行僧，苏州人氏，七岁时去杭州出家修行。宋太平兴国二年路经佘山，感到佘山林密山幽，就在此结一草庐住下。他为人善良，医术高明，专为当地人行医治病。相传当…,645.0,121.2031041786,31.1014742365,0,0.0,虎树亭,
482,中国福利会少年宫(上海小伙伴剧场售票处)Chinese Welfare Association Children's Palace,2,90.0,,646.0,121.450516644,31.2279283269,104,0.0,中国福利会少年宫上海小伙伴剧场售票处,ChineseWelfareAssociationChildrensPalace
483,崧泽古文化遗址Songze Cultural Ruins,3,86.0,,649.0,121.1712055743,31.1520065958,41,0.0,崧泽古文化遗址,SongzeCulturalRuins
484,芦潮港Luchao Port,1,82.0,,651.0,121.926135,30.904155,87,0.0,芦潮港,LuchaoPort
485,吴淞古炮台Shanghai Wusong Ancient Fort,1,94.0,,329.0,121.5003659899,31.414668512,25,0.0,吴淞古炮台,ShanghaiWusongAncientFort
486,东佘山景区,1,100.0,"东佘山，海拔72.4米，占地850亩，林木葱郁，景冠九峰。
东佘山园主要景点有：眉公钓鱼矶、狮子岩、骑龙堰、森林浴场等；坐落在南高峰的观光嘹望塔，塔身高22.4米，是游客品茗小憩、登高观景的绝佳之处。
山上动植物资源丰富。野生梅花鹿、穿山甲及…",653.0,121.2079875283,31.1027663859,3,0.0,东佘山景区,
