,景点名称,攻略数量,评分,景区介绍,景点排名,经度,纬度,评论数量,旅游率,中文名,英文名
311,黄龙带,0,60.0,良口镇黄龙带的杨梅从浙江等地移植，点缀于黄龙带山水之间，连绵蜿蜒近万亩，分布于联群、胜塘、梅树、联平村，是广州地区目前唯一连片的最大的杨梅林。,1184.0,113.74039,23.77054,1,0.0,黄龙带,
312,神木文化园,0,80.0,神木文化园于一月至三月举办“神木奇花展”，巨资全力打造“百花齐放贺新春、千条乌木闹元宵、万棵樱花庆三八”的震撼景象！,1187.0,113.424424,22.922596,1,0.0,神木文化园,
313,越秀区博物馆Temple of the Five Immortals (Wuxian Guan),2,84.0,广州建城2000年的标志之一，祭祀的是当年的五仙。,108.0,113.26625,23.1266,143,0.0,越秀区博物馆,TempleoftheFiveImmortalsWuxianGuan
314,沿江路酒吧街Yanjiang Road Pub Street,0,90.0,,31.0,113.3170407563,23.0398260375,48,0.0,沿江路酒吧街,YanjiangRoadPubStreet
315,二沙岛Ersha Island,1,94.0,珠江上的江心岛，景色优美，广东省的体育训练基地，也是高级住宅的聚集地，还有很多展馆。,74.0,113.3113470063,23.1158791629,136,0.02,二沙岛,ErshaIsland
316,天河公园Tianhe Park,2,88.0,天河区的大型公园，可以游岭南园林粤晖园，景色优美，邓世昌衣冠冢也在这里。,199.0,113.374491,23.133931,567,0.0,天河公园,TianhePark
317,广州起义烈士陵园Guangzhou Uprising Martyrs Cemetery,1,90.0,,437.0,113.292235,23.135765,232,0.0,广州起义烈士陵园,GuangzhouUprisingMartyrsCemetery
318,中信广场,15,88.0,广州市地标性建筑广场，国际品牌云集，商业金融业繁华，华南第一高楼中信大厦坐落于此。,257.0,113.331298,23.147491,15,0.01,中信广场,
319,荔湾博物馆Liwan Museum,1,88.0,,122.0,113.242751,23.125465,100,0.0,荔湾博物馆,LiwanMuseum
320,东站广场水景瀑布Waterscape Falls In East Station Plaza,1,84.0,,320.0,113.331374,23.152363,223,0.0,东站广场水景瀑布,WaterscapeFallsInEastStationPlaza
321,人民公园Guangzhou City People's Park,2,88.0,,316.0,113.270815,23.133405,140,0.01,人民公园,GuangzhouCityPeoplesPark
322,九龙泉Jiulong Fountain,2,86.0,,438.0,113.307159,23.179803,21,0.0,九龙泉,JiulongFountain
323,广州解放纪念像Guangzhou Liberation Statue,3,88.0,,281.0,113.2725248501,23.1206308534,44,0.0,广州解放纪念像,GuangzhouLiberationStatue
324,萝岗风景区Luogang Scenic Resort,1,92.0,,81.0,113.532843,23.190129,45,0.0,萝岗风景区,LuogangScenicResort
325,五羊石雕Five Goats Statue,5,90.0,广州市的标志，是美好传说的纪念，也是“羊城”名字的由来。,287.0,113.269391,23.144145,227,0.0,五羊石雕,FiveGoatsStatue
326,康有为万木草堂,1,80.0,康有为，广东南海人，世称康南海，是当年提出戊戌变法维新运动的主要领导人。戊戌变法是针对清政府腐败无能而提出来的。1891年至1897年，康有为在广州创办了万木草堂，宣传维新理想。培养与造就大批变法维新骨干(如梁启超等)。康有为在万木草堂亲自…,440.0,113.277974935,23.1318271059,1,0.0,康有为万木草堂,
327,暨南大学Jinan University,2,90.0,国内第一所华侨学府，校园内充满了书卷气息与南国景色。,133.0,113.35451,23.136831,284,0.0,暨南大学,JinanUniversity
328,怀圣寺Huaisheng Mosque,1,84.0,,305.0,113.2654273399,23.1290711671,63,0.0,怀圣寺,HuaishengMosque
329,天河东站绿化广场,3,70.0,天河东站绿化广场位于广州市新城市轴线上，占地面积4.7万平方米，于1998年9月中旬动工，1999年7月1日正式完成并交付使用。广场中央绿地2.6万平方米，铺种马尼拉草18315平方米，其中有6000平方米种植标志性的纹样，分围种植1300平方米的福建茶绿篱。…,444.0,113.3310410818,23.1520911095,2,0.0,天河东站绿化广场,
330,漱珠岗Shuzhu Hillock,1,82.0,,309.0,113.299942,23.091297,32,0.0,漱珠岗,ShuzhuHillock
331,广州水果世界,1,0.0,"广州水果世界是由广州市果树科学研究所创建于1996年，地处广州市白云区九佛镇，占地面积135公顷，是一个集水果科研、生产示范、技术推广、技术培训、现代农业展示于一体的多功能现代化水果科研示范基地。
广州水果世界是国家农业部南亚热带名优水…",147.0,113.2892032029,23.1394720615,1,0.0,广州水果世界,
332,广东电视塔文化游乐中心,2,0.0,广东电视塔文化游乐中心建在越秀山北峰上，塔高二百米。海拔二百五十米。钢筋铁骨，傲然矗立。电视塔有四级平台，下面两级开辟为“中心”高的第一平台。这平台面积三百多平方米，为“星河座”的音乐茶座。在茶色玻璃环绕中，到处装点着闪烁的七彩饰…,313.0,113.2755606922,23.1473423937,0,0.0,广东电视塔文化游乐中心,
333,正果寺Zhengguosi,1,82.0,,2.0,113.902198,23.425034,13,0.0,正果寺,Zhengguosi
334,时尚天河3D动漫娱乐馆Fashion Tianhe 3D Animation Entertainment Hall,0,92.0,,37.0,113.3320662021,23.1396007538,41,0.0,时尚天河动漫娱乐馆,DFashionTianheDAnimationEntertainmentHall
335,1850创意园1850 Creative Park,1,88.0,,158.0,113.249641,23.102008,46,0.0,创意园,CreativePark
336,华林寺Hualin Temple,1,86.0,,453.0,113.253216,23.122428,70,0.0,华林寺,HualinTemple
337,天河儿童公园Jishan Olive Park,2,84.0,,454.0,113.436738,23.139513,36,0.0,天河儿童公园,JishanOlivePark
338,清真先贤古墓Muslim Hero Tomb,1,86.0,,306.0,113.266041,23.148466,14,0.0,清真先贤古墓,MuslimHeroTomb
339,圆玄道观The Yuen Yuen Taoist Temple Of Guangdong,1,90.0,广东省道教学院所在地，大殿仿天坛造型，青铜制成的老子像非常壮观。,1.0,113.186642,23.405862,239,0.0,圆玄道观,TheYuenYuenTaoistTempleOfGuangdong
340,花都盘古王庙Huadu Pan'gu Temple,2,72.0,,462.0,113.1625851346,23.4721614093,14,0.0,花都盘古王庙,HuaduPanguTemple
341,东郊公园Eastern Suburbs Park,1,88.0,,105.0,113.3805818601,22.9560813904,25,0.0,东郊公园,EasternSuburbsPark
342,"增城高埔广府民居Gaobu Canton Residence, Zengcheng",1,0.0,,4.0,113.7417700722,23.4696903229,0,0.0,增城高埔广府民居,GaobuCantonResidenceZengcheng
343,广州南粤苑Guangzhou Nanyue Court,4,90.0,一座岭南风格的园林，展现了当地的文化与民俗。,465.0,113.295986,22.904203,183,0.0,广州南粤苑,GuangzhouNanyueCourt
344,中华全国总工会旧址Zhonghua National Federation of Trade Unions Site,1,84.0,,298.0,113.284248,23.125529,55,0.0,中华全国总工会旧址,ZhonghuaNationalFederationofTradeUnionsSite
345,东风公园Dongfeng Park,1,88.0,,468.0,113.3196550765,23.1487445831,74,0.0,东风公园,DongfengPark
346,广州制造,0,0.0,,1436.0,113.3876447975,23.0422642274,0,0.0,广州制造,
347,华南农业大学South China Agricultural University,1,92.0,,321.0,113.361423,23.163965,64,0.0,华南农业大学,SouthChinaAgriculturalUniversity
348,南亭村Nantingcun,0,90.0,,469.0,113.3936578463,23.0411987114,18,0.0,南亭村,Nantingcun
349,西关古玩城Xiguan Antique City,0,84.0,,1667.0,113.243922,23.1266,20,0.0,西关古玩城,XiguanAntiqueCity
350,y8y8,1,0.0,,1810.0,113.400980918,23.0669508408,0,0.0,,yy
351,城隍庙Guangzhou City God Temple,1,88.0,供奉着刘䶮、海瑞、杨椒山，位于主殿的漆壁画值得一看，广府庙会也在这里举办。,471.0,113.2775,23.132731,135,0.0,城隍庙,GuangzhouCityGodTemple
352,沙角村,0,0.0,,,113.404255,22.852561,0,0.0,沙角村,
353,白云龙舟基地,0,0.0,,,113.192306,23.234314,0,0.0,白云龙舟基地,
354,广州国家版本馆 (文沁阁),0,0.0,,,113.706428,23.696463,0,0.0,广州国家版本馆文沁阁,
355,仙人迹,0,0.0,,,113.613682,23.423333,0,0.0,仙人迹,
356,拦河坝大桥,0,0.0,,,113.352737,23.405964,0,0.0,拦河坝大桥,
357,蒲洲炮台,0,0.0,,,113.621459,22.770896,0,0.0,蒲洲炮台,
358,塘坑村,0,0.0,,,113.578629,22.761103,0,0.0,塘坑村,
359,沙路炮台遗址公园,0,0.0,,,113.452778,23.069585,0,0.0,沙路炮台遗址公园,
360,蒋氏宗祠,0,0.0,,,113.399985,23.022869,0,0.0,蒋氏宗祠,
361,梁氏宗祠,0,0.0,,,113.244089,23.127468,0,0.0,梁氏宗祠,
362,毓灵桥,0,0.0,,,113.252441,23.094478,0,0.0,毓灵桥,
363,时尚天河商业广场-型动街区,0,0.0,,,113.331309,23.141041,0,0.0,时尚天河商业广场型动街区,
364,北亭村,0,0.0,,,113.380203,23.056517,0,0.0,北亭村,
365,东园蒋公祠,0,0.0,,,113.401398,23.023397,0,0.0,东园蒋公祠,
366,东林梁公祠,0,0.0,,,113.381475,23.05817,0,0.0,东林梁公祠,
367,西山村,0,0.0,,,113.460018,23.006464,0,0.0,西山村,
368,育廉馆展厅,0,0.0,,,113.457788539,23.165950989,0,0.0,育廉馆展厅,
369,陈氏宗祠,0,0.0,,,113.487057,22.972598,0,0.0,陈氏宗祠,
370,南畦陈公祠,0,0.0,,,113.48701,22.972473,0,0.0,南畦陈公祠,
371,金坑水库,0,0.0,,,113.527516,23.267715,0,0.0,金坑水库,
372,越秀儿童公园,0,0.0,,,113.261008,23.117752,0,0.0,越秀儿童公园,
373,横沙书香街历史风貌区,0,0.0,,,113.456953,23.114042,0,0.0,横沙书香街历史风貌区,
374,下沙村,0,0.0,,,113.456607,23.110676,0,0.0,下沙村,
375,子沙村,0,0.0,,,113.376096,22.859756,0,0.0,子沙村,
376,黄氏大宗祠,0,0.0,,,113.297713,22.96713,0,0.0,黄氏大宗祠,
377,积优石榴仓创意库,0,0.0,,,113.261198,23.100006,0,0.0,积优石榴仓创意库,
378,夏埔村,0,0.0,,,113.573324,23.11375,0,0.0,夏埔村,
379,幸福里村,0,0.0,,,113.474459,23.10833,0,0.0,幸福里村,
380,外婆家度假村,0,0.0,,,113.622618,23.475373,0,0.0,外婆家度假村,
381,广州云道,0,0.0,,,113.273632,23.147365,0,0.0,广州云道,
382,三捷何公祠,0,0.0,,,113.4466575121,23.2661242804,0,0.0,三捷何公祠,
383,钟氏古墓群,0,0.0,,,113.528079,23.189851,0,0.0,钟氏古墓群,
384,钟氏大宗祠,0,0.0,,,113.534103,23.187784,0,0.0,钟氏大宗祠,
385,华坑村,0,0.0,,,113.477556,23.321906,0,0.0,华坑村,
386,新儿童活动中心,0,0.0,,,113.278374,23.188802,0,0.0,新儿童活动中心,
387,古炮台遗址,0,0.0,,,113.442643,23.10297,0,0.0,古炮台遗址,
388,万昌梁公祠,0,0.0,,,113.446202,23.103145,0,0.0,万昌梁公祠,
389,何屋村新围,0,0.0,,,113.945374,23.480963,0,0.0,何屋村新围,
390,麻村,0,0.0,,,113.618586,23.616021,0,0.0,麻村,
391,武馀公祠,0,0.0,,,113.619858,23.54858,0,0.0,武馀公祠,
392,怀山公祠,0,0.0,,,113.620073,23.548795,0,0.0,怀山公祠,
393,能缘公祠,0,0.0,,,113.62085,23.549541,0,0.0,能缘公祠,
394,大夫田,0,0.0,,,113.549989,23.580725,0,0.0,大夫田,
395,汉田村,0,0.0,,,113.663254,23.514744,0,0.0,汉田村,
396,广纸活力城燕岗创意园,0,0.0,,,113.27565,23.076451,0,0.0,广纸活力城燕岗创意园,
397,大墩村,0,0.0,,,113.605746,23.56272,0,0.0,大墩村,
398,平山围,0,0.0,,,113.544262,23.419825,0,0.0,平山围,
399,秋枫村,0,0.0,,,113.556558,23.395171,0,0.0,秋枫村,
400,铺锦村,0,0.0,,,113.492981,23.573124,0,0.0,铺锦村,
401,团星村,0,0.0,,,113.583926,23.550033,0,0.0,团星村,
402,湴湖村,0,0.0,,,113.466802,23.425154,0,0.0,湴湖村,
403,水口营村,0,0.0,,,113.408527,23.428841,0,0.0,水口营村,
404,流花展馆,0,0.0,,,113.264637494,23.1484469496,0,0.0,流花展馆,
405,高溪村,0,0.0,,,113.3328937668,23.4528910895,0,0.0,高溪村,
406,卢氏大宗祠,0,0.0,,,113.187698,23.339379,0,0.0,卢氏大宗祠,
407,三华村,0,0.0,,,113.203164,23.392996,0,0.0,三华村,
408,黄沙塘村,0,0.0,,,113.061514774,23.4135747016,0,0.0,黄沙塘村,
409,新太村,0,0.0,,,113.0906333471,23.3270664175,0,0.0,新太村,
410,蓝田村,0,0.0,,,113.0558680255,23.3960135687,0,0.0,蓝田村,
411,艺术维C· VC ART空间,0,0.0,,,113.33455,23.107084,0,0.0,艺术维空间,CVCART
412,光禄大夫家庙,0,0.0,,,113.0651152723,23.3181912022,0,0.0,光禄大夫家庙,
413,华岭村,0,0.0,,,113.0635656054,23.3186162433,0,0.0,华岭村,
414,茶塘村,0,0.0,,,113.111297967,23.3217009231,0,0.0,茶塘村,
415,彭加木故居,0,0.0,,,113.23424,23.188226,0,0.0,彭加木故居,
416,八角古庙,0,0.0,,,113.302619,23.285534,0,0.0,八角古庙,
417,宋名贤陈大夫宗祠,0,0.0,,,113.212867,23.158733,0,0.0,宋名贤陈大夫宗祠,
418,招氏大宗祠,0,0.0,,,113.22085,23.168117,0,0.0,招氏大宗祠,
419,东山印象一方东山,0,60.0,,,113.298443,23.128283,0,0.0,东山印象一方东山,
420,欢乐时光科普动物园,0,100.0,,,113.229985,23.527938,0,0.0,欢乐时光科普动物园,
421,南沙大桥,0,0.0,,,113.506454,22.877962,0,0.0,南沙大桥,
422,关帝庙,0,0.0,,,113.2919909393,23.103074264,0,0.0,关帝庙,
423,广州华侨博物馆,0,100.0,,,113.271033,23.119256,0,0.0,广州华侨博物馆,
424,UP智谷,0,0.0,,,113.335989,23.092949,0,0.0,智谷,UP
425,花园酒店博物馆,0,0.0,,,113.292296,23.141127,0,0.0,花园酒店博物馆,
426,众创五号空间,0,0.0,,,113.327966,23.168176,0,0.0,众创五号空间,
427,松柏塘,0,0.0,,,113.9453620565,23.8189053126,0,0.0,松柏塘,
428,海珠创新湾城市展厅,0,0.0,,,113.34412,23.058885,0,0.0,海珠创新湾城市展厅,
429,陵园西路,0,0.0,,,113.2889739934,23.1338724705,0,0.0,陵园西路,
430,新庄水库,0,0.0,,,113.3266673418,23.5026638874,0,0.0,新庄水库,
431,三坑水库,0,0.0,,,113.0652086961,23.4583301956,0,0.0,三坑水库,
432,Vlab壹号大院,0,80.0,,,113.35936,23.129194,0,0.0,壹号大院,Vlab
433,广州8号艺术晒谷场,0,0.0,,,113.438048,23.033539,0,0.0,广州号艺术晒谷场,
434,广州大桥,0,0.0,,,113.322484,23.111832,0,0.0,广州大桥,
435,南平村,0,100.0,,,113.723787,23.55378,0,0.0,南平村,
436,碧水新村,0,0.0,,,113.738296,23.710281,0,0.0,碧水新村,
437,凤院村,0,0.0,,,113.6263863463,23.5562810315,0,0.0,凤院村,
438,增塘湿地公园,0,0.0,,,113.771387,23.231085,0,0.0,增塘湿地公园,
439,逸翠园,0,0.0,,,113.079955,23.426679,0,0.0,逸翠园,
440,花都湿地公园,0,0.0,,,113.262518,23.394674,0,0.0,花都湿地公园,
441,天河区文化馆,0,0.0,,,113.424644,23.128794,0,0.0,天河区文化馆,
442,T28OAK橡树院,0,0.0,,,113.3104531968,23.2314535328,0,0.0,橡树院,TOAK
443,Waof Paw·现代亲子萌宠互动乐园,0,0.0,,,113.355548,23.009111,0,0.0,现代亲子萌宠互动乐园,WaofPaw
444,比来童园家庭育乐中心 (紫龙府店),0,0.0,,,113.337478,23.107061,0,0.0,比来童园家庭育乐中心紫龙府店,
445,后山当代艺术中心,0,0.0,,,113.416479,23.1958,0,0.0,后山当代艺术中心,
446,府学西街,0,80.0,,,113.2764811689,23.1305487654,0,0.0,府学西街,
447,白云儿童公园,0,0.0,,,113.221443,23.163718,0,0.0,白云儿童公园,
448,竖德生活馆,0,80.0,,,113.3251838417,23.0792105241,0,0.0,竖德生活馆,
449,江北休闲绿地,0,0.0,,,113.211072221,23.0883523082,0,0.0,江北休闲绿地,
450,荔湖公园,0,0.0,,,113.81836681,23.2470547707,0,0.0,荔湖公园,
451,万物破元,0,0.0,,,113.3072321896,23.1382003712,0,0.0,万物破元,
452,小白云山风景区,0,0.0,,,113.5819519337,23.1759270376,0,0.0,小白云山风景区,
453,花都图书馆,0,0.0,,,113.2231329093,23.3952787069,0,0.0,花都图书馆,
454,镇湖相思街,0,0.0,,,113.2789794567,23.301613047,0,0.0,镇湖相思街,
455,阿婆六茶花谷,0,0.0,,,113.888165,23.699465,0,0.0,阿婆六茶花谷,
456,格乐利雅艺术中心 ARTIZ LAND(广州站),0,100.0,,,113.381561,23.094653,0,0.0,格乐利雅艺术中心广州站,ARTIZLAND
457,石马村北约,0,0.0,,,113.263393,23.268033,0,0.0,石马村北约,
458,天河智慧农业公园,0,0.0,,,113.4124604847,23.1902903298,0,0.0,天河智慧农业公园,
459,黄埔区图书馆,0,0.0,,,113.466961843,23.1152897653,0,0.0,黄埔区图书馆,
460,长岭现代农业公园,0,0.0,,,113.5028941319,23.195460911,0,0.0,长岭现代农业公园,
461,黄埔区图书馆(香雪馆),0,0.0,,,113.5075928183,23.1814470644,0,0.0,黄埔区图书馆香雪馆,
462,增城图书馆(荔景大道辅路店),0,0.0,,,113.8228912131,23.2902458288,0,0.0,增城图书馆荔景大道辅路店,
463,沙面街文化站,0,0.0,,,113.2510646522,23.1137768125,0,0.0,沙面街文化站,
464,广州市番禺区图书馆,0,0.0,,,113.3701174941,22.9394874436,0,0.0,广州市番禺区图书馆,
465,广州市越秀区图书馆,0,0.0,,,113.3018844484,23.1291191956,0,0.0,广州市越秀区图书馆,
466,良仓新造ICC Park创意园,0,0.0,,,113.423518,23.046565,0,0.0,良仓新造创意园,ICCPark
467,黄埔区图书馆,0,0.0,,,113.453045415,23.1109581499,0,0.0,黄埔区图书馆,
468,广州市天河区车陂街图书馆,0,0.0,,,113.4069487653,23.1228520293,0,0.0,广州市天河区车陂街图书馆,
469,和龙水库,0,0.0,,,113.3847315698,23.289681106,0,0.0,和龙水库,
470,大岗公园,0,0.0,,,113.3387440582,23.0190120468,0,0.0,大岗公园,
471,周恩来同志主持的中共两广区委军委旧址,0,0.0,,,113.277518,23.125878,0,0.0,周恩来同志主持的中共两广区委军委旧址,
472,我们的图书馆,0,0.0,,,113.3355045407,23.1362471951,0,0.0,我们的图书馆,
473,黄埔油麻山森林公园,0,0.0,,,113.5603610691,23.2511178064,0,0.0,黄埔油麻山森林公园,
474,关山月故居,0,0.0,,,113.2834899293,23.0975258853,0,0.0,关山月故居,
475,万善堂,0,0.0,,,113.2566869132,23.134058238,0,0.0,万善堂,
476,灵山岛尖,0,60.0,,,113.5238466588,22.778073145,0,0.0,灵山岛尖,
477,广州图书馆(春风十里分馆),0,0.0,,,113.7588228663,23.2854100013,0,0.0,广州图书馆春风十里分馆,
478,太子坑森林公园,0,0.0,,,113.879128015,23.3365169963,0,0.0,太子坑森林公园,
479,华光庙(海月路),0,0.0,,,113.340919217,23.1197396936,0,0.0,华光庙海月路,
480,荔湾区图书馆站前分馆,0,0.0,,,113.2552422795,23.1454293452,0,0.0,荔湾区图书馆站前分馆,
481,水产馆,0,0.0,,,113.2586336232,23.1157972287,0,0.0,水产馆,
482,荔湾图书馆(周门馆),0,0.0,,,113.2445142356,23.1348132233,0,0.0,荔湾图书馆周门馆,
483,海珠区图书馆(海珠智汇分馆),0,0.0,,,113.2977106164,23.0802615099,0,0.0,海珠区图书馆海珠智汇分馆,
484,大佛寺图书馆,0,0.0,,,113.2745656991,23.1282327132,0,0.0,大佛寺图书馆,
485,黄埔区图书馆(人才小镇分馆),0,0.0,,,113.5502103984,23.1143066602,0,0.0,黄埔区图书馆人才小镇分馆,
486,新塘滨江公园,0,0.0,,,113.6257321104,23.1125531667,0,0.0,新塘滨江公园,
487,广州少年儿童图书馆(元岗分馆),0,0.0,,,113.3591745556,23.1755733842,0,0.0,广州少年儿童图书馆元岗分馆,
488,广州市南沙区图书馆,0,0.0,,,113.5443605654,22.7936210523,0,0.0,广州市南沙区图书馆,
489,天河区图书馆(龙口西馆),0,0.0,,,113.3437340642,23.1418038827,0,0.0,天河区图书馆龙口西馆,
490,溯·榭映,0,80.0,,,113.298505,23.122291,0,0.0,溯榭映,
491,天后宫,0,0.0,,,113.7248925874,23.1733297491,0,0.0,天后宫,
492,大师堂艺术馆,0,0.0,,,113.2260174689,23.4577316136,0,0.0,大师堂艺术馆,
493,彩虹桥,0,0.0,,,113.2504229978,23.1396815376,0,0.0,彩虹桥,
494,滑板公园,0,0.0,,,113.3806421425,23.110870542,0,0.0,滑板公园,
495,广东省科技图书馆,0,0.0,,,113.3061308297,23.1451452282,0,0.0,广东省科技图书馆,
496,青年文化宫,0,0.0,,,113.2754300945,23.130518234,0,0.0,青年文化宫,
497,观音堂,0,0.0,,,113.341751269,22.9100767939,0,0.0,观音堂,
498,亚运文化村,0,0.0,,,113.5031752823,22.9613204966,0,0.0,亚运文化村,
499,海珠区图书馆,0,0.0,,,113.2685310116,23.1072135586,0,0.0,海珠区图书馆,
500,西塱裕安围革命尧区纪念馆,0,0.0,,,113.235263,23.066668,0,0.0,西塱裕安围革命尧区纪念馆,
501,05湾区智谷,0,0.0,,,113.3698306548,23.2032053021,0,0.0,湾区智谷,
502,上漖塔,0,0.0,,,113.323166,23.052495,0,0.0,上漖塔,
503,石门禅院,0,0.0,,,113.3662494773,23.2191238417,0,0.0,石门禅院,
504,廾匠,0,0.0,,,113.2401110313,23.1283186896,0,0.0,廾匠,
505,黄埔区少年宫,0,0.0,,,113.499500107,23.1831891901,0,0.0,黄埔区少年宫,
506,海珠区图书馆青年之家服务点,0,0.0,,,113.2916429452,23.1066352238,0,0.0,海珠区图书馆青年之家服务点,
507,哲兰亭,0,0.0,,,113.3740749117,23.1031577231,0,0.0,哲兰亭,
508,LA PORTE窄门,0,0.0,,,113.3028843269,23.1261262015,0,0.0,窄门,LAPORTE
509,将军府,0,0.0,,,113.2671306925,23.1340733865,0,0.0,将军府,
510,知活空间,0,0.0,,,113.2857270387,23.103358141,0,0.0,知活空间,
511,孙中山故居,0,0.0,,,113.4345062838,23.0823504295,0,0.0,孙中山故居,
512,海珠区图书馆(梦享分馆),0,0.0,,,113.3805474561,23.090842407,0,0.0,海珠区图书馆梦享分馆,
513,广东省文化馆,0,0.0,,,113.3192313061,23.151293707,0,0.0,广东省文化馆,
514,FUI SPACE,0,0.0,,,113.2990995705,23.1279458588,0,0.0,,FUISPACE
515,省港罢工纪念馆,0,0.0,,,113.283736,23.124213,0,0.0,省港罢工纪念馆,
516,黄花岗文化广场,0,0.0,,,113.3037382896,23.1442660887,0,0.0,黄花岗文化广场,
517,伴山缘,0,0.0,,,113.4002240537,23.1830956466,0,0.0,伴山缘,
518,和曦展馆,0,0.0,,,113.253848,23.113882,0,0.0,和曦展馆,
519,郑氏宗祠,0,0.0,,,113.3880328597,23.1049049701,0,0.0,郑氏宗祠,
520,黄花岗起义指挥部旧址纪念馆,0,0.0,,,113.276413,23.135702,0,0.0,黄花岗起义指挥部旧址纪念馆,
521,朝彻书屋,0,0.0,,,113.3566034952,23.1100740303,0,0.0,朝彻书屋,
522,正果油菜花海,0,0.0,,,113.8995291451,23.4238359716,0,0.0,正果油菜花海,
523,伦文叙纪念广场,0,0.0,,,113.2634582149,23.1310749338,0,0.0,伦文叙纪念广场,
524,九楼飞镖俱乐部,0,0.0,,,113.2894609066,23.1289810552,0,0.0,九楼飞镖俱乐部,
525,LOWLOWLAND,0,0.0,,,113.3001404296,23.1266240737,0,0.0,,LOWLOWLAND
526,从化市图书馆2期,0,0.0,,,113.613489,23.561886,0,0.0,从化市图书馆期,
527,越南青年革命同志会旧址,0,100.0,,,113.2834963179,23.128876176,0,0.0,越南青年革命同志会旧址,
528,海珠区图书馆省广G+分馆,0,0.0,,,113.3727590033,23.1015554003,0,0.0,海珠区图书馆省广分馆,G
529,边渡空间WHERE SPACE,0,0.0,,,113.423305899,23.0459961683,0,0.0,边渡空间,WHERESPACE
530,FAN GALLERY,0,0.0,,,113.3087637112,23.1139342673,0,0.0,,FANGALLERY
531,不贰·假日,0,0.0,,,113.2550780163,23.1360128396,0,0.0,不贰假日,
532,沙湾镇文化中心,0,0.0,,,113.3440418263,22.9066344146,0,0.0,沙湾镇文化中心,
533,从前慢森林书房·咖啡,0,0.0,,,113.400809,23.182567,0,0.0,从前慢森林书房咖啡,
534,西瓜剧场,0,80.0,,,113.2827332763,23.1048892228,0,0.0,西瓜剧场,
535,瑜源图书馆,0,0.0,,,113.4426386201,23.1726243578,0,0.0,瑜源图书馆,
536,探洞工场(六元素旗舰店),0,0.0,,,113.378826,23.102275,0,0.0,探洞工场六元素旗舰店,
537,广州市工人文化宫,0,0.0,,,113.2775667194,23.1291322325,0,0.0,广州市工人文化宫,
538,星海青少年宫,0,0.0,,,113.3737114235,22.9688341714,0,0.0,星海青少年宫,
539,广州市文化馆,0,0.0,,,113.330088102,23.1038400571,0,0.0,广州市文化馆,
540,昌岗街图书馆,0,0.0,,,113.2877629724,23.0936694923,0,0.0,昌岗街图书馆,
541,太和文化广场,0,0.0,,,113.361364998,23.301060937,0,0.0,太和文化广场,
542,观景阁,0,0.0,,,113.3409896897,23.1234900967,0,0.0,观景阁,
543,创新公园,0,0.0,,,113.518738175,23.1685975613,0,0.0,创新公园,
544,蟾蜍石水库,0,0.0,,,113.365169089,23.4985915557,0,0.0,蟾蜍石水库,
545,岭南创意园,0,0.0,,,113.3462070372,23.0859744712,0,0.0,岭南创意园,
546,市民广场,0,0.0,,,113.4864035805,23.1830236515,0,0.0,市民广场,
547,土星人科学乐园,0,0.0,,,113.3224356042,23.0288341206,0,0.0,土星人科学乐园,
548,公园汇,0,0.0,,,113.3719370484,22.9712247597,0,0.0,公园汇,
549,海北桃花田,0,0.0,,,113.2079369463,23.0801223164,0,0.0,海北桃花田,
550,上罗村,0,0.0,,,113.650146,23.488266,0,0.0,上罗村,
551,米俐亚世界,0,0.0,,,113.273689,23.128887,0,0.0,米俐亚世界,
552,朱村街丝苗米文化公园,0,0.0,,,113.7045290442,23.308836052,0,0.0,朱村街丝苗米文化公园,
553,恋爱巷照相艺术馆,0,0.0,,,113.249788,23.156483,0,0.0,恋爱巷照相艺术馆,
554,白云公园,0,0.0,,,113.2773350083,23.1879803707,0,0.0,白云公园,
555,化龙湿地公园,0,0.0,,,113.4971084713,23.0417820882,0,0.0,化龙湿地公园,
556,方志馆,0,0.0,,,113.3460638766,23.1464977194,0,0.0,方志馆,
557,欢乐谷休闲科教农场,0,0.0,,,113.192439,23.469808,0,0.0,欢乐谷休闲科教农场,
558,尚榕美术,0,60.0,,,113.370627,23.115059,0,0.0,尚榕美术,
559,珠江钢琴创梦园,0,80.0,,,113.2290469549,23.0641573491,0,0.0,珠江钢琴创梦园,
560,The Poem ShowroomThe Poem Showroom,0,0.0,,,113.337199,23.135912,0,0.0,,ThePoemShowroomThePoemShowroom
561,北京路奥冬乐儿童乐园,0,0.0,,,113.27646,23.125892,0,0.0,北京路奥冬乐儿童乐园,
562,德国街,0,0.0,,,113.42144,23.150133,0,0.0,德国街,
563,九佛花海,0,0.0,,,113.510531,23.353671,0,0.0,九佛花海,
564,照成山,0,0.0,,,113.557368,23.243561,0,0.0,照成山,
565,桃花岛,0,0.0,,,113.8004316913,23.7621216438,0,0.0,桃花岛,
566,帽峰古庙,0,0.0,,,113.473789,23.308929,0,0.0,帽峰古庙,
567,东江纵队纪念广场,0,0.0,,,113.568069,23.220047,0,0.0,东江纵队纪念广场,
568,动力澎湃蹦床运动嘉年华乐园（大夫山店）,0,100.0,,,113.322276,22.973032,0,0.0,动力澎湃蹦床运动嘉年华乐园大夫山店,
569,育龙山,0,0.0,,,113.437831,23.030699,0,0.0,育龙山,
570,天河艺苑,0,0.0,,,113.377053,23.135228,0,0.0,天河艺苑,
