,景点名称,攻略数量,评分,景区介绍,景点排名,经度,纬度,评论数量,旅游率,中文名,英文名
355,杭州孔庙Hangzhou Confucian Temple,1,90.0,,269.0,120.168458,30.247581,58,0.0,杭州孔庙,HangzhouConfucianTemple
356,千岛湖云濛溪风景区Yunmengxi Sceneic Area,0,74.0,,4.0,118.868161,29.580632,21,0.0,千岛湖云濛溪风景区,YunmengxiSceneicArea
357,西湖博物馆West Lake Museum,5,88.0,,181.0,120.164279,30.248032,100,0.0,西湖博物馆,WestLakeMuseum
358,题襟馆Tijin Villa,1,86.0,,272.0,120.146918,30.257135,12,0.0,题襟馆,TijinVilla
359,杭州中国印学博物馆Hangzhou China Science Museum of Printing,2,92.0,,273.0,120.1458982577,30.2576381175,62,0.0,杭州中国印学博物馆,HangzhouChinaScienceMuseumofPrinting
360,鸵鸟岛,2,60.0,鸵鸟是世界最大的鸟类，在这里游客可以和鸵鸟有多重互动，还可以参观琳琅满目的鸵鸟工艺表演等。,274.0,119.019473,29.600523,2,0.0,鸵鸟岛,
361,浙江西湖美术馆Zhejiang West Lake Gallery,2,92.0,,275.0,120.151311,30.257456,61,0.0,浙江西湖美术馆,ZhejiangWestLakeGallery
362,燕南寄庐,1,0.0,"建于20年代，属中式宅院，位于金沙港。原为著名戏剧表演艺术家盖叫天（张英杰）私宅，现为民居。
盖叫天因祖籍河北有“燕北”之称，故把这座宅子称为“燕南寄庐”，取燕北之客寄居江南之意。陈毅元帅曾有一联相赠：燕北真好汉，江南活武松。
故居粉…",278.0,120.1336897379,30.2540013743,1,0.0,燕南寄庐,
363,浙江图书馆,1,0.0,这是中国最早建立的省级公共图书馆之一。前身为1900年11月创办的杭州藏书楼。1903年杭州藏书楼扩充改建为浙江图书馆。现有馆址4处：位于署光路38号的新馆、孤山路分馆（古籍部）、大学路分馆以及位于湖州南浔的嘉业堂藏书楼。目前拥有藏书400余万册…,279.0,120.1423101411,30.2702813491,2,0.0,浙江图书馆,
364,海皇星生态探险乐园Haihuangxingshengtaitanxian Amusement Park,0,74.0,,280.0,120.106702,30.092957,52,0.0,海皇星生态探险乐园,HaihuangxingshengtaitanxianAmusementPark
365,杭州东方文化园Hangzhou Oriental Culture Park,1,82.0,,2.0,120.204861,30.108358,145,0.0,杭州东方文化园,HangzhouOrientalCulturePark
366,浙西大龙湾闯关,1,66.0,,2.0,119.089312,30.220766,6,0.0,浙西大龙湾闯关,
367,石长城Stone Great Wall,1,86.0,,9.0,118.9304647514,30.1452650213,8,0.0,石长城,StoneGreatWall
368,钱江秋涛,1,100.0,钱塘潮（Qiantang Tide），最壮观的海潮。钱塘江大潮是天体引力和地球自转的离心作用，加上杭州湾喇叭口的特殊地形所造成的特大涌潮。,285.0,120.1450462855,30.1999017803,0,0.0,钱江秋涛,
369,苏东坡纪念馆Su Dongpo Memorial Hall,4,88.0,,131.0,120.150418,30.235094,118,0.0,苏东坡纪念馆,SuDongpoMemorialHall
370,柳溪江Liuxi River,1,88.0,乘竹筏、快艇赏景，夏天拿竹筒水枪打水仗，感受“湿身”的清凉。,12.0,119.255666,30.12689,39,0.0,柳溪江,LiuxiRiver
371,杭州基督教会崇一堂Hangzhou Christian Church Chongyi Church,1,92.0,,289.0,120.215254,30.265367,43,0.0,杭州基督教会崇一堂,HangzhouChristianChurchChongyiChurch
372,三台山水Santai Landscape,2,96.0,,196.0,120.14104,30.236187,12,0.0,三台山水,SantaiLandscape
373,五龙岛景区,4,0.0,"千岛湖五龙岛景区位于千岛湖中心湖区，与千岛湖镇隔水相望，是千岛湖中最著名的景区。由锁岛、鸟岛、真趣园和奇石岛四个岛屿以不同形式的鱼乐桥、幸运桥、状元桥联为一个有机整体，可弃舟走桥游湖。
景区以民俗文化为主体，集锁文化、石文化、花鸟…",291.0,119.0622778691,29.5531340664,0,0.0,五龙岛景区,
374,风雨茅庐Wind and Rain Thatched Cottage,1,90.0,,292.0,120.1901118561,30.2591667874,7,0.0,风雨茅庐,WindandRainThatchedCottage
375,"千岛湖好运岛Qiandao (Thousand Island) Lake, Houdao (Good Luck) Island",4,80.0,,293.0,119.239151,29.507226,51,0.0,千岛湖好运岛,QiandaoThousandIslandLakeHoudaoGoodLuckIsland
376,杨梅岭Bayberry Ridge,16,94.0,,198.0,120.124782,30.22167,66,0.0,杨梅岭,BayberryRidge
377,鼓楼堂Drum Tower,1,84.0,,71.0,120.178611581,30.2443400825,38,0.0,鼓楼堂,DrumTower
378,肖圃,1,0.0,建于民国初年，属中式花园别墅，位于皇亲巷9号。原为著名作家、画家丰子恺寓所，现为民居。园内有一水井，上面刻有“肖圃”字样。,295.0,120.1720183081,30.2729864662,0,0.0,肖圃,
379,山色水声,1,100.0,龙门之美浓缩在青山绿水间。古镇背靠龙门山，山势巍峨雄浑，树木葱郁茂盛。发源于龙门山瀑布的龙门溪，穿村而过，淙淙汩汩，汇入剡溪，潺流廿里进富春江。慈祥、苍老的太婆桥与那百年古樟见证了沧桑历程，千百年不变的是一个旋律，潺?V声伴奏着灵动…,298.0,119.9531225097,29.9092746534,1,0.0,山色水声,
380,兰陔别墅Langai Villa,2,98.0,,170.0,120.1434960366,30.2373352051,7,0.0,兰陔别墅,LangaiVilla
381,夏衍旧居Hangzhou Former Residence of Xia Yan,3,88.0,,300.0,120.2088846317,30.2790138599,33,0.0,夏衍旧居,HangzhouFormerResidenceofXiaYan
382,浙西三峡,1,90.0,浙西三峡所在的柳溪江位于中国优秀旅游城市临安市河桥古镇，交通十分便捷，三溪汇集，始成柳溪。,3.0,119.263845,30.096187,4,0.0,浙西三峡,
383,釉泽彦岩陶艺馆（千岛湖店）Ceramic Art Lifestyle (Qiandao Lake Store),0,0.0,,106.0,119.0155278469,29.5996570587,0,0.0,釉泽彦岩陶艺馆千岛湖店,CeramicArtLifestyleQiandaoLakeStore
384,万松书院Wansong Academy,3,86.0,,301.0,120.1679,30.233491,106,0.0,万松书院,WansongAcademy
385,溪畔人家,2,86.0,,6.0,119.959214,29.905559,7,0.0,溪畔人家,
386,砚池夜月,4,80.0,砚池，因形似一方古砚而得名，位于龙门古镇内。晴朗的夜晚，一弯新月映着宛若一方大砚台的池水，蔚然成景。,302.0,119.958184,29.904591,5,0.0,砚池夜月,
387,诗廊,3,0.0,"爱情是人类永恒的主题。 对于爱情，不知多少文人墨客歌咏过它、赞美过它。在情人谷外围，我们将历代诗人歌咏爱情的名篇佳句进行了展示，形成了""历代爱情诗廊""人文景观。在这时我们选择其中的一首与你们共享受。""蒹葭苍苍，白露为霜。所谓伊人，在水…",303.0,120.281038,30.165522,0,0.0,诗廊,
388,浙西运河,1,60.0,曾称江南河、浙西运河，为京杭运河的南段。北起江苏镇江，绕太湖东岸达江苏苏州，南至浙江杭州。,304.0,120.2337106725,30.2663299354,1,0.0,浙西运河,
389,清凉峰Qingliangfeng Mountain,1,88.0,,13.0,119.042862,30.136358,33,0.0,清凉峰,QingliangfengMountain
390,孔凤春国妆博物馆Kongfeng Chunguozhuang Museum,0,86.0,,74.0,120.17682,30.244424,3,0.0,孔凤春国妆博物馆,KongfengChunguozhuangMuseum
391,于谦故居,1,0.0,于谦故居位于浙江省杭州市上城区清河坊祠堂巷42号，明成化二年（公元1466年），于谦案昭雪，故宅改建为怜忠祠，以资纪念。,88.0,120.183121177,30.252630167,0,0.0,于谦故居,
392,火山大石谷,1,0.0,"天目石谷又名火山大石谷，地处浙江临安，紧邻原始森林大树王国西天目山。石谷最长，巨石最多、石块最大、形状最奇，水资源最丰富，天下罕见，可与世界著名的澳大利亚大陆岛石谷相媲美。
石谷地貌奇特，野趣浓郁，以青山、绿水、奇石、飞瀑、碧潭、…",306.0,119.479047983,30.3730958496,0,0.0,火山大石谷,
393,龙井路,6,94.0,龙井问茶之路，昔日就已赫赫有名。龙井路很长，最漂亮最热闹的一段在茶叶博物馆附近。山路蜿蜒曲折，大大小小几百家餐厅、农家乐，紧靠着茶园。观景和喝茶就这样融为一体。新茶上市季节，借着喝新茶的理由打牌、会友，行程就在这一盏茶中悠然起来了…,97.0,120.13273,30.242296,11,0.0,龙井路,
394,吴越国王陵Mausoleum of Wuyue Kings,3,86.0,,1.0,119.7322710857,30.2410356019,3,0.0,吴越国王陵,MausoleumofWuyueKings
395,龚自珍纪念馆Hangzhou Gong Zizhen Memorial,2,84.0,,307.0,120.1917570666,30.2555549426,24,0.0,龚自珍纪念馆,HangzhouGongZizhenMemorial
396,秋瑾墓Qiu Jin's Tomb,2,86.0,,308.0,120.1456420192,30.2573901412,114,0.0,秋瑾墓,QiuJinsTomb
397,蓝水明水,1,0.0,,309.0,120.1648744059,30.2481660142,0,0.0,蓝水明水,
398,白马崖Baima Cliff,1,78.0,,14.0,119.054178,30.2539,33,0.0,白马崖,BaimaCliff
399,钱王陵园Tomb of King Qian Liu,2,82.0,,15.0,119.731334,30.242949,118,0.0,钱王陵园,TombofKingQianLiu
400,乡野田园,2,0.0,青山环抱，溪流浅唱，村中酒香浓郁、风情宜人，村外稻花飘香、鸟语传情。区别于水乡风光，不同于园林景致，龙门自有一番别样的乡野风情，农人、农具、农田，谱写出一首浑厚、悠扬的田园牧歌。辛勤的耕耘、劳作，换来的是五谷丰登、丰衣足食，使生活…,310.0,119.9544454619,29.9099236153,0,0.0,乡野田园,
401,义门流芳,4,100.0,义门牌楼上漫漶的图案，斑驳的雕饰，演绎出一个鲜活的“义”字，死板的封建族训得以贴近生活的展示，生发出流传至今的动人故事。明朝嘉靖二十三年，龙门的那场大天灾中，义士孙潮倾其家产，救济灾民，他感人肺腑的义举，让朝廷、官府感佩。义门不光…,311.0,119.9481925696,29.9092280442,3,0.0,义门流芳,
402,周恩来演讲纪念亭Zhou Enlai Speech Memorial Pavilion,1,66.0,,16.0,119.452939,30.328206,6,0.0,周恩来演讲纪念亭,ZhouEnlaiSpeechMemorialPavilion
403,神龙川风景区Shenlong River Scenic Area,1,80.0,,150.0,119.557078,30.373549,123,0.0,神龙川风景区,ShenlongRiverScenicArea
404,浙江省科技馆,2,50.0,浙江省科技馆是位于杭州市内的大型科技展览馆，于西湖文化广场正式落成，浙江自然博物馆新馆建筑面积约2.6万平方米，拥有近13万件珍贵的馆藏标本。,148.0,120.1771555894,30.2878085725,4,0.0,浙江省科技馆,
405,瑞晶石花洞Ruijing Stone Flower Cave,2,90.0,体验溶洞内八十多米的观光天梯，赏千朵“石花”怒放。,17.0,119.108691,30.087538,165,0.0,瑞晶石花洞,RuijingStoneFlowerCave
406,玲珑山Linglong Mountain Scenery Zone,1,86.0,,18.0,119.682958,30.230667,37,0.0,玲珑山,LinglongMountainSceneryZone
407,仙人顶Fairy Peak,1,78.0,,3.0,119.435325,30.353517,13,0.0,仙人顶,FairyPeak
408,绿景塘,1,100.0,"杭州绿景塘村风景区位于杭州径山，占地2800余亩，东南距杭州市区30公里，东北至104国道15公里，西南至临安市区5公里，处于沪杭皖旅游圈和杭州西部生态旅游区中心区位交通十分便利。
园区内有三大区域和十大景点。休闲度假娱乐区：有占地两千余平方…",314.0,119.8188973312,30.3284926841,1,0.0,绿景塘,
409,三宫六园,1,0.0,三宫六园由奇石馆、钱币馆、根艺苑、农家乐、珍宝宫等多家馆组合而成的观赏点，集各类收藏珍品之长，既能开阔眼界、增长知识，又能怡情养性。,315.0,119.6889058927,29.8097175455,0,0.0,三宫六园,
410,老碓溪Laodui Creek,1,76.0,,22.0,119.078976,30.249321,22,0.0,老碓溪,LaoduiCreek
411,大关夜市Daguan Night Market,0,84.0,,104.0,120.1723804018,30.3123527218,35,0.0,大关夜市,DaguanNightMarket
412,风波亭Fengbo Pavilion,2,88.0,,116.0,120.1641141068,30.2659473419,129,0.0,风波亭,FengboPavilion
413,开山老殿Kaishan Old Temple,1,78.0,,5.0,119.445562,30.34533,15,0.0,开山老殿,KaishanOldTemple
414,西径山Xijing Mountain,1,82.0,,6.0,119.736068,30.286726,53,0.0,西径山,XijingMountain
415,冲天树Chongtian Tree,1,78.0,,6.0,119.445483,30.345326,13,0.0,冲天树,ChongtianTree
416,鹳山公园Guanshan,1,86.0,李白、郁达夫等古今名人登临过的名山，登顶可观赏富春江风光。,134.0,119.970501,30.05199,56,0.0,鹳山公园,Guanshan
417,太子庵Taizi Temple,2,76.0,,7.0,119.451305,30.328011,14,0.0,太子庵,TaiziTemple
418,鸬鹚潭Cormorant Pond,1,60.0,,26.0,119.127155,30.198869,1,0.0,鸬鹚潭,CormorantPond
419,四面峰Four Sides Peak,1,86.0,,8.0,119.447508,30.343615,23,0.0,四面峰,FourSidesPeak
420,风筝魏,1,0.0,,333.0,0.0,0.0,0,0.0,风筝魏,
421,杭州电子科技大学,1,96.0,杭州电子科技大学是一所电子信息特色突出的教学研究型大学。学校是浙江省与国防科工委共建高校，是国防科工委共建高校中第一所信息技术类高校，学校位于浙江省杭州市。,334.0,120.3533610474,30.3275685864,4,0.0,杭州电子科技大学,
422,慧因高丽寺Huiyin Gaoli Temple,2,86.0,,335.0,120.137732,30.234236,41,0.0,慧因高丽寺,HuiyinGaoliTemple
423,新西湖,4,100.0,穿过杨公堤，就进入了新西湖，据说新西湖为古代去灵隐寺上香的水道。新西湖开放的时间不长，就像是块未开发的处女宝地。,201.0,120.07925,30.180024,2,0.0,新西湖,
424,中国刀剪剑博物馆China Knives And Scissors And Swords Museum,3,92.0,,337.0,120.144081,30.322365,64,0.0,中国刀剪剑博物馆,ChinaKnivesAndScissorsAndSwordsMuseum
425,天目大峡谷Tianmu Grand Canyon,3,90.0,乱石丛生的火山峡谷，夏天有丰富的戏水活动，供游人避暑消夏。,1.0,119.483012,30.371269,200,0.0,天目大峡谷,TianmuGrandCanyon
426,白马湖,1,100.0,​白马湖位于杭州高新区（滨江）南部，越王城山北麓，万顷碧波，茫茫无际，俗称白茫湖。与西湖隔江相望，南北辉映，被誉为“杭城双璧”。据史料记载，古代这里曾是江海相连的前海湾，由于山洪冲击、海潮吐纳，海湾渐被泥沙堵塞，成为泄湖。,338.0,120.217481,30.168621,1,0.0,白马湖,
427,江墅铁路遗址公园Jiangshu Railway Relics Park,1,88.0,,339.0,120.1494635958,30.319210338,60,0.0,江墅铁路遗址公园,JiangshuRailwayRelicsPark
428,大运河紫檀博物馆,0,0.0,,,120.142613,30.320131,0,0.0,大运河紫檀博物馆,
429,桂芳桥,0,0.0,,,120.31197,30.425888,0,0.0,桂芳桥,
430,程允贤雕塑馆,0,0.0,,,120.170351,30.283831,0,0.0,程允贤雕塑馆,
431,西湖茶场村,0,0.0,,,120.052297,30.177067,0,0.0,西湖茶场村,
432,吴山景区-浙江体育会摩崖题记,0,0.0,,,120.169981,30.237755,0,0.0,吴山景区浙江体育会摩崖题记,
433,Eureka优瑞卡儿童主题乐园 (龙湖西溪天街店),0,0.0,,,120.075437,30.298174,0,0.0,优瑞卡儿童主题乐园龙湖西溪天街店,Eureka
434,幸福翼公园,0,0.0,,,120.421421,30.245309,0,0.0,幸福翼公园,
435,浙农·东巢艺术公园,0,0.0,,,120.257901,30.181133,0,0.0,浙农东巢艺术公园,
436,白蓝地文创街区,0,0.0,,,120.31515,30.316921,0,0.0,白蓝地文创街区,
437,富阳文村村,0,0.0,,,119.56823,30.02564,0,0.0,富阳文村村,
438,地球亿年,0,0.0,,,119.839183,30.406424,0,0.0,地球亿年,
439,逅艺艺术中心,0,0.0,,,120.18018,30.1384,0,0.0,逅艺艺术中心,
440,上臧村,0,0.0,,,119.9558125641,29.7965000403,0,0.0,上臧村,
441,树石村,0,0.0,,,119.9304546555,29.842457833,0,0.0,树石村,
442,千岛湖梦之岛乐园,0,100.0,,,119.019417,29.599146,0,0.0,千岛湖梦之岛乐园,
443,弌空间当代艺术中心,0,0.0,,,120.073966,30.141473,0,0.0,弌空间当代艺术中心,
444,彼邻壹号艺术空间,0,0.0,,,120.163245,30.282415,0,0.0,彼邻壹号艺术空间,
445,梓桐艺术馆,0,0.0,,,118.76795,29.611666,0,0.0,梓桐艺术馆,
446,丁山河,0,0.0,,,120.1968395146,30.4514256236,0,0.0,丁山河,
447,大运河音乐公园,0,0.0,,,120.145119,30.339676,0,0.0,大运河音乐公园,
448,闻堰老街,0,0.0,,,120.1756918103,30.132466225,0,0.0,闻堰老街,
449,杭州东湖•天域田园,0,0.0,,,120.244786051,30.4957897282,0,0.0,杭州东湖天域田园,
450,石龙洞造像,0,0.0,,,120.15977,30.220133,0,0.0,石龙洞造像,
451,杭州瀚阳艺术中心,0,0.0,,,120.1487082365,30.2735546207,0,0.0,杭州瀚阳艺术中心,
452,百药山,0,0.0,,,120.1058073408,29.9101447043,0,0.0,百药山,
453,乌龙山,0,0.0,,,119.5373507031,29.5778506442,0,0.0,乌龙山,
454,求是书院,0,0.0,,,120.1897687866,30.2629412281,0,0.0,求是书院,
455,白鹤禅寺,0,0.0,,,120.1630198105,30.4394854268,0,0.0,白鹤禅寺,
456,游牧画廊,0,0.0,,,120.106467,30.271947,0,0.0,游牧画廊,
457,萧山国际人才俱乐部,0,0.0,,,120.271169,30.227635,0,0.0,萧山国际人才俱乐部,
458,西马画廊,0,0.0,,,120.0724587174,30.1417713911,0,0.0,西马画廊,
459,大洋坞水库,0,0.0,,,120.011883,30.183673,0,0.0,大洋坞水库,
460,长丘田村,0,0.0,,,119.5136354193,29.7970176396,0,0.0,长丘田村,
461,周富村,0,0.0,,,120.0622611532,30.1072912413,0,0.0,周富村,
462,萧山未来大地,0,0.0,,,120.236803,30.00998,0,0.0,萧山未来大地,
463,六和文化公园,0,0.0,,,120.1416612993,30.1916535263,0,0.0,六和文化公园,
464,上城埭村,0,0.0,,,120.0506529799,30.1855588669,0,0.0,上城埭村,
465,九堡大桥,0,0.0,,,120.2961076843,30.2853316475,0,0.0,九堡大桥,
466,富春江三桥,0,0.0,,,119.7371080488,29.848849571,0,0.0,富春江三桥,
467,枫林咽泉,0,0.0,,,119.6250594547,30.064449838,0,0.0,枫林咽泉,
468,富阳沸腾坝景区,0,0.0,,,119.925977,29.846745,0,0.0,富阳沸腾坝景区,
469,安溪村,0,0.0,,,120.0193706583,30.4207960146,0,0.0,安溪村,
470,履道堂,0,0.0,,,120.1758862002,30.2237311058,0,0.0,履道堂,
471,龙尾巴山塘水库,0,80.0,,,120.034739,30.171579,0,0.0,龙尾巴山塘水库,
472,财神庙,0,0.0,,,120.144704,30.323213,0,0.0,财神庙,
473,岩石岭水库,0,0.0,,,119.6163800269,30.0352725053,0,0.0,岩石岭水库,
474,溪塔村土桥湾铁路景点,0,0.0,,,119.9598300708,30.2984132282,0,0.0,溪塔村土桥湾铁路景点,
475,新横河桥,0,0.0,,,120.1627643821,30.2461558908,0,0.0,新横河桥,
476,林社,0,0.0,,,120.1503691136,30.2596886688,0,0.0,林社,
477,下陡门,0,0.0,,,119.9329395649,30.3378739153,0,0.0,下陡门,
478,清影当代艺术空间,0,0.0,,,120.053683,30.230005,0,0.0,清影当代艺术空间,
479,Hi鸭部落,0,0.0,,,120.232668,30.010791,0,0.0,鸭部落,Hi
480,桐庐县图书馆,0,0.0,,,119.7064169352,29.8013345366,0,0.0,桐庐县图书馆,
481,福山桃园,0,0.0,,,119.945345,30.417792,0,0.0,福山桃园,
482,米积村,0,0.0,,,119.598052,30.19995,0,0.0,米积村,
483,画英雄art,0,0.0,,,120.0623558001,30.2333066532,0,0.0,画英雄,art
484,山在美术馆,0,0.0,,,120.177698,30.249757,0,0.0,山在美术馆,
485,起点画廊,0,0.0,,,120.102227,30.268557,0,0.0,起点画廊,
486,建德图书馆,0,0.0,,,119.2989675573,29.4873982021,0,0.0,建德图书馆,
487,时空生长新媒体艺术展,0,0.0,,,120.166938617,30.2656158684,0,0.0,时空生长新媒体艺术展,
488,中泰运动公园,0,0.0,,,119.929202,30.24599,0,0.0,中泰运动公园,
489,悦榕庄图书馆,0,0.0,,,120.0935025763,30.2734369111,0,0.0,悦榕庄图书馆,
490,杭州图书馆(环保分馆),0,0.0,,,120.1979843841,30.3848980698,0,0.0,杭州图书馆环保分馆,
491,富阳图书馆,0,0.0,,,119.96958723,30.0529928187,0,0.0,富阳图书馆,
492,西溪雕塑园,0,0.0,,,120.0964098731,30.2747258022,0,0.0,西溪雕塑园,
493,复泰钱庄旧址,0,0.0,,,120.1773775978,30.2498566323,0,0.0,复泰钱庄旧址,
494,石佛院,0,0.0,,,120.1748337846,30.2371361517,0,0.0,石佛院,
495,杭州三江两岸绿道,0,0.0,,,120.3997371709,30.3092554897,0,0.0,杭州三江两岸绿道,
496,太平桥,0,0.0,,,120.1862149177,30.2687601077,0,0.0,太平桥,
497,凤山拾遗创意园,0,0.0,,,120.1755783892,30.2237609992,0,0.0,凤山拾遗创意园,
498,窑山公园,0,0.0,,,119.9759822766,30.4027039669,0,0.0,窑山公园,
499,千岛湖西南湖区,0,0.0,,,118.67882222,29.4793572745,0,0.0,千岛湖西南湖区,
500,寿昌909夜街,0,0.0,,,119.2250534432,29.3615129443,0,0.0,寿昌夜街,
501,水杉林水上森林公园,0,0.0,,,119.2539185463,29.4818452894,0,0.0,水杉林水上森林公园,
502,千岛湖天屿,0,0.0,,,119.057281815,29.637702414,0,0.0,千岛湖天屿,
503,韬光径,0,0.0,,,120.1034518577,30.248896882,0,0.0,韬光径,
504,千秋关,0,0.0,,,119.3002051296,30.3607763122,0,0.0,千秋关,
505,瑶山遗址公园,0,0.0,,,120.0256788291,30.430587249,0,0.0,瑶山遗址公园,
506,慧日禅寺,0,0.0,,,120.3096422257,30.5111924149,0,0.0,慧日禅寺,
507,东河,0,0.0,,,120.1823947089,30.2458131726,0,0.0,东河,
508,革命历史纪念馆,0,0.0,,,120.168726,30.283264,0,0.0,革命历史纪念馆,
509,临安城遗址(太庙遗址),0,0.0,,,120.1761603924,30.2384659294,0,0.0,临安城遗址太庙遗址,
510,丁兰街道图书馆,0,0.0,,,120.2341810872,30.3536441709,0,0.0,丁兰街道图书馆,
511,古荡文化家园,0,0.0,,,120.1243614383,30.2912897259,0,0.0,古荡文化家园,
512,临平图书馆,0,0.0,,,120.3038020918,30.428817127,0,0.0,临平图书馆,
513,余杭纸伞馆,0,0.0,,,119.971475017,30.3991774554,0,0.0,余杭纸伞馆,
514,明远BOOK,0,0.0,,,120.1568077975,30.2737824647,0,0.0,明远,BOOK
515,淳安县图书馆,0,0.0,,,119.1190745001,29.6009402597,0,0.0,淳安县图书馆,
516,余杭区图书馆(仓前分馆),0,0.0,,,120.0036861796,30.2958738637,0,0.0,余杭区图书馆仓前分馆,
517,少年宫广场,0,0.0,,,120.1621129243,30.2668151131,0,0.0,少年宫广场,
518,杭州图书馆(运动分馆),0,0.0,,,120.0527859216,30.2945224785,0,0.0,杭州图书馆运动分馆,
519,钱塘书房,0,0.0,,,120.2938345221,30.3115745759,0,0.0,钱塘书房,
520,杭州图书馆(财商主题分馆),0,0.0,,,120.1679472458,30.3184122509,0,0.0,杭州图书馆财商主题分馆,
521,临平图书馆,0,0.0,,,120.315056,30.414574,0,0.0,临平图书馆,
522,杭州市萧山图书馆,0,0.0,,,120.2741210073,30.190836318,0,0.0,杭州市萧山图书馆,
523,杭州图书馆(生活主题分馆),0,100.0,,,120.1741828341,30.2604842935,0,0.0,杭州图书馆生活主题分馆,
524,宇宙画廊,0,0.0,,,120.196697,30.1647,0,0.0,宇宙画廊,
525,天目里美术馆,0,98.0,,,120.10589,30.271845,0,0.0,天目里美术馆,
526,零伍柒-壹号码头,0,0.0,,,120.1844674433,30.2195942221,0,0.0,零伍柒壹号码头,
527,田野和季风,0,0.0,,,120.066746,30.115951,0,0.0,田野和季风,
528,永兴寺,0,0.0,,,120.0813424142,30.2402766168,0,0.0,永兴寺,
529,白龙寺,0,0.0,,,120.4594781914,30.1703390248,0,0.0,白龙寺,
530,银月廊桥,0,0.0,,,119.716962,30.240384,0,0.0,银月廊桥,
531,萝婆寺,0,0.0,,,120.2838861738,30.1493924033,0,0.0,萝婆寺,
532,西兴过塘行码头专题陈列馆,0,0.0,,,120.2290347331,30.1974363711,0,0.0,西兴过塘行码头专题陈列馆,
533,禹皇惮寺,0,0.0,,,120.2805704271,30.4989583597,0,0.0,禹皇惮寺,
534,临浦峙山寺,0,100.0,,,120.2543248627,30.0450947415,0,0.0,临浦峙山寺,
535,衙前农民运动纪念馆,0,0.0,,,120.414372,30.171918,0,0.0,衙前农民运动纪念馆,
536,金都夏宫图书馆,0,0.0,,,120.2812925058,30.4363780761,0,0.0,金都夏宫图书馆,
537,杭州文化创意产业博览会,0,0.0,,,120.2062498973,30.1674071527,0,0.0,杭州文化创意产业博览会,
538,金沙滩游乐园,0,0.0,,,120.225954,30.12653,0,0.0,金沙滩游乐园,
539,适家城市文化新空间,0,0.0,,,120.1720738136,30.2597116766,0,0.0,适家城市文化新空间,
540,杭州市萧山文化中心,0,0.0,,,120.2740541367,30.1908560459,0,0.0,杭州市萧山文化中心,
541,悦客会(大悦城店),0,0.0,,,120.1361537153,30.3087026217,0,0.0,悦客会大悦城店,
542,花鹿原乡村美学体验基地,0,0.0,,,119.91932492,29.9822423005,0,0.0,花鹿原乡村美学体验基地,
543,北航杭州创新研究院航空航天科普体验展厅,0,0.0,,,120.2135892039,30.201480552,0,0.0,北航杭州创新研究院航空航天科普体验展厅,
544,瓶窑风筝灯彩馆,0,0.0,,,119.971637426,30.3991264952,0,0.0,瓶窑风筝灯彩馆,
545,桐庐青少年宫,0,0.0,,,119.6922824116,29.7916297193,0,0.0,桐庐青少年宫,
546,八爪鱼(西田城购物中心店),0,0.0,,,120.1008647751,30.3470181848,0,0.0,八爪鱼西田城购物中心店,
547,浙江图书馆古籍部,0,0.0,,,120.1479648596,30.2564517754,0,0.0,浙江图书馆古籍部,
548,净慈美术馆,0,0.0,,,120.1556057103,30.2354738455,0,0.0,净慈美术馆,
549,ANYWAY无解,0,0.0,,,120.3360597425,30.3146642729,0,0.0,无解,ANYWAY
550,衙前镇项漾村文化活动中心,0,0.0,,,120.4030682508,30.1705764963,0,0.0,衙前镇项漾村文化活动中心,
551,探洞工场（杭州店）,0,20.0,,,120.23348,30.274382,0,0.0,探洞工场杭州店,
552,虫洞创意空间,0,0.0,,,120.0387093703,30.3863422464,0,0.0,虫洞创意空间,
553,画英雄,0,0.0,,,120.1541085098,30.2834134804,0,0.0,画英雄,
554,自然造物民艺研究中心,0,0.0,,,119.973043336,30.4005662079,0,0.0,自然造物民艺研究中心,
555,LUCK GALLERY,0,0.0,,,120.1759203337,30.2237284057,0,0.0,,LUCKGALLERY
556,余杭方志馆,0,0.0,,,120.1874438756,30.4832041934,0,0.0,余杭方志馆,
557,良渚玉雕馆,0,0.0,,,119.9721468635,30.3993567783,0,0.0,良渚玉雕馆,
558,元白展厅,0,0.0,,,120.0530513069,30.2308860748,0,0.0,元白展厅,
559,JOYFULL弗满艺术空间,0,0.0,,,120.1738806884,30.2257166144,0,0.0,弗满艺术空间,JOYFULL
560,匠呓轩,0,0.0,,,120.0656801922,30.1878616635,0,0.0,匠呓轩,
561,杭州市青少年发展中心,0,0.0,,,120.216725145,30.2539870486,0,0.0,杭州市青少年发展中心,
562,鸥鹭书院,0,0.0,,,120.2743196803,30.1890730805,0,0.0,鸥鹭书院,
563,党湾镇文化中心,0,0.0,,,120.5559408741,30.2315217617,0,0.0,党湾镇文化中心,
564,杭州市职工文化中心,0,0.0,,,120.2252163802,30.2937799141,0,0.0,杭州市职工文化中心,
565,书香同城,0,80.0,,,119.7087611222,29.8145932518,0,0.0,书香同城,
566,伏尔泰·拉姆图书馆(杭州创意设计中心店),0,0.0,,,120.2124954891,30.2846376523,0,0.0,伏尔泰拉姆图书馆杭州创意设计中心店,
567,张大仙庙,0,0.0,,,120.1451667397,30.3241515508,0,0.0,张大仙庙,
